pt,eta,phi,mass,tau21,vjet
180.670319,-2.039293,1.830017,8.388647,0.616228,0
913.651611,0.014141,2.516460,78.328886,0.330392,1
851.078918,0.376016,-1.061930,98.349672,0.348480,1
420.475800,1.608975,0.430637,5.727555,0.775697,0
935.905212,0.295047,0.072719,93.176772,0.327477,1
819.981262,-0.142691,-2.956459,82.315828,0.181309,1
772.071655,1.491666,-0.991523,89.680266,0.594866,1
711.154541,-0.072369,2.096631,86.183635,0.441632,1
683.510376,-0.099884,0.492673,96.387063,0.129935,1
683.192200,-1.813295,-2.640592,95.544005,0.239635,1
1181.758667,-0.781278,-1.779238,114.573679,0.117968,1
884.394287,-1.175170,0.958778,102.627165,0.242410,1
821.417175,-0.378058,-3.011514,98.474025,0.148890,1
770.929871,0.835206,0.094982,90.864518,0.266281,1
832.215027,-1.305627,2.648775,97.617944,0.247159,1
640.676208,-0.106269,-0.593216,5.381117,0.465891,1
1033.757568,-0.714880,-1.874637,93.275468,0.332398,1
585.411682,-1.995662,1.589956,95.623887,0.645645,1
532.340698,-0.936872,1.288880,122.301097,0.439856,0
950.760559,0.674765,2.145301,86.288532,0.424508,1
866.596497,0.473593,-1.011969,74.781441,0.313091,1
707.348816,-0.176800,-0.697469,83.969940,0.499938,1
517.456482,0.931699,2.460531,56.192850,0.402871,1
825.792236,0.984224,-2.303081,83.723141,0.249551,1
797.647461,0.301084,0.869962,85.172152,0.562127,1
959.471252,0.278719,2.972996,232.748570,0.394403,1
960.249878,0.378387,-0.119054,93.382785,0.177232,1
884.879333,-0.692288,-1.966571,88.889786,0.454454,1
778.253845,-0.598807,1.512730,74.779855,0.455437,1
245.212662,1.165146,-0.917886,18.122431,0.752456,0
878.812256,0.289059,1.268415,99.344424,0.156198,1
881.263306,1.088502,-1.950261,100.936832,0.295351,1
948.045227,0.655603,-3.059057,102.942869,0.274742,1
804.871887,0.959499,0.011325,84.285145,0.375594,1
1518.624512,-0.597948,-0.324770,90.180542,0.292931,1
1007.576233,-0.913029,2.487356,16.932653,0.703134,0
393.722137,0.923749,-2.326081,91.356881,0.485440,1
327.491760,0.646617,2.789361,3.996946,0.745929,0
897.522461,-0.501496,1.622492,90.406928,0.249904,1
853.556213,0.091992,-1.559864,94.742968,0.391334,1
999.861267,0.265837,-2.442402,82.027574,0.323714,1
771.731689,0.851818,0.827822,107.042215,0.577452,1
209.490158,0.090076,0.017663,6.476989,0.661342,0
879.551941,0.644384,1.053365,98.683821,0.587122,1
709.901062,-0.096644,-2.106255,70.026419,0.619233,1
1089.059692,0.081190,-0.616881,86.130655,0.193143,1
780.909973,-0.269825,2.535231,96.497558,0.237160,1
257.038055,2.372032,2.870921,3.005263,0.645128,0
958.755798,0.836836,2.957532,100.537917,0.221480,1
954.081665,0.691796,-0.254963,12.804184,0.510721,1
891.838928,0.210119,-0.535156,96.624123,0.349706,1
866.827515,0.851525,2.551343,57.897372,0.597077,1
822.585999,-0.070610,-0.858380,91.661843,0.469912,1
732.490601,0.499142,2.269433,71.178759,0.417159,1
995.602051,0.209334,-0.697895,107.274581,0.267829,1
847.712402,0.726672,2.435038,138.299510,0.513259,1
903.043945,0.494963,3.126507,86.279587,0.373661,1
860.258667,0.263669,0.007678,77.995682,0.328310,1
869.597839,-0.057637,-2.977046,92.408918,0.492846,1
816.178833,0.513138,0.146915,76.127564,0.306113,1
855.382324,0.215629,1.170002,81.284342,0.331387,1
781.359558,-0.504102,-2.178929,92.069778,0.470852,1
387.289124,0.657978,-0.465904,3.849835,0.782759,0
825.872986,-0.928598,0.967767,103.032586,0.258020,1
779.781433,0.056465,-2.042944,88.837425,0.281485,1
919.557678,-0.256727,-2.238054,98.362686,0.414471,1
700.588684,0.438260,0.878754,71.453402,0.288232,1
711.112488,1.119888,-0.048234,100.386912,0.220102,1
607.388794,-0.094581,3.083806,76.733896,0.270289,1
758.938049,0.597949,1.364748,9.074359,0.701258,1
739.919495,-0.690028,-1.793767,94.547078,0.176443,1
886.975952,-0.864036,1.487243,89.305827,0.335973,1
837.481018,-0.483454,-1.831356,93.447589,0.210306,1
225.735977,0.537010,0.295951,57.876344,0.390093,0
889.306946,-0.064682,0.221717,84.139784,0.558681,1
905.650696,0.059367,-2.995922,82.586372,0.468701,1
855.422424,0.036380,-0.127255,99.601513,0.307295,1
798.765686,-0.685565,2.930011,85.686255,0.249872,1
1273.320801,0.027754,-0.024916,97.985684,0.257431,1
827.564453,0.804839,2.603185,95.943836,0.429689,0
641.384827,-0.563171,-2.520879,109.250304,0.460072,1
1078.702759,0.109570,0.003197,96.473121,0.242202,1
743.242004,-0.045284,2.845437,81.535069,0.258319,1
237.078995,-1.035352,-1.968591,12.839115,0.860312,0
735.484070,-0.754098,1.066565,127.783867,0.251795,1
714.558655,0.947350,-2.157615,87.590976,0.247657,1
916.976257,-0.059851,0.350034,85.248889,0.570711,1
895.624573,0.433114,-2.779993,87.830370,0.413023,1
784.578064,0.231614,2.380820,77.173900,0.272574,1
718.107727,0.149609,-0.842550,2.192099,0.406440,1
844.184387,-0.078505,-2.952201,80.585806,0.390693,1
813.003784,-0.912558,0.188060,80.741203,0.631325,1
863.465149,0.294754,0.437703,70.109635,0.510610,1
814.495483,0.153897,-2.748336,62.106230,0.387736,1
1434.478394,-0.495237,-1.567629,94.460241,0.597812,1
1233.649902,-0.369326,2.783598,7.568105,0.756576,0
880.512390,-1.047726,0.597796,162.137809,0.269701,0
589.471619,0.065030,0.994435,109.367802,0.165745,1
762.693848,0.698386,0.375408,82.102982,0.375025,1
649.708252,-0.335208,-2.736995,65.178329,0.478695,1
1116.643555,0.174340,3.076401,2.799325,0.657689,1
566.976685,1.152037,-0.315680,95.017988,0.327793,1
517.594604,0.221807,0.224255,9.251123,0.836382,0
731.808350,-0.368309,-1.335108,92.341546,0.329955,1
424.330353,0.887326,1.340977,3.632727,0.804699,0
332.243866,1.971965,2.391268,84.426593,0.381144,1
1101.184204,0.693474,2.414170,18.020478,0.813681,0
1003.020203,0.648011,-0.454828,67.283492,0.415286,1
530.094910,-0.907441,-2.396340,99.644922,0.205974,1
978.565125,0.999900,-2.513265,86.882141,0.222727,1
741.650024,0.264523,0.723148,95.927709,0.314731,1
740.121460,-0.523937,2.573424,80.182846,0.308164,1
707.252747,-0.039635,-0.540839,51.168782,0.254742,1
1156.613281,-0.536645,0.708620,91.751421,0.241173,1
676.488586,0.086769,-2.439488,104.211405,0.592823,1
515.166565,-1.124711,-2.287337,75.292395,0.779967,0
704.215210,-1.241096,1.883226,103.403835,0.427734,1
700.631348,0.054019,-1.301552,89.654399,0.307475,1
867.222717,-0.154949,-2.129349,89.154882,0.414539,1
581.915405,-1.441295,1.034025,91.845291,0.317304,1
154.584686,1.365849,-0.432085,0.000000,0.796860,0
840.627380,-0.310096,-0.408906,68.004355,0.463450,1
811.237366,-0.502341,2.947953,83.453284,0.244795,1
1005.013184,-1.163042,1.982285,88.456102,0.319862,1
827.679138,-1.032943,-0.971697,87.147031,0.264330,1
177.307602,-0.438232,-1.907401,38.764099,0.460553,0
568.398743,-0.571133,-1.446232,92.049220,0.445283,1
571.722961,1.614450,1.594295,100.101705,0.293642,1
808.666138,-1.068430,1.901876,91.793087,0.209548,1
738.668213,-0.125901,-1.079641,83.232654,0.357405,1
199.220749,-0.466196,3.006089,42.609262,0.629310,0
964.102600,0.206391,-0.917829,88.231482,0.215244,1
841.127502,0.755223,1.854953,3.183556,0.454534,1
430.716553,-0.701860,2.681569,15.785715,0.704658,0
1038.862305,0.126201,2.044028,89.981951,0.300717,1
902.667114,0.131992,-1.031280,228.571474,0.571381,1
852.339905,-0.354557,0.641527,109.448432,0.300898,1
839.968201,0.556332,-2.449085,94.903360,0.487625,1
817.373047,-0.415672,1.226681,96.589328,0.416160,1
811.003357,-1.345106,-1.806138,90.073181,0.546975,1
815.724792,0.897380,2.956765,107.753433,0.378041,1
559.124084,-0.165737,-0.152888,73.900218,0.261365,1
780.254028,1.201265,2.120461,53.436733,0.455413,1
649.426208,1.028751,-0.948206,80.873377,0.525509,1
882.369141,0.115262,0.748726,102.025080,0.159642,1
779.131775,-0.355448,-2.515613,63.770839,0.656790,1
905.561951,-0.448128,2.606958,60.470156,0.421604,1
697.830872,0.122909,-0.654134,79.044748,0.164572,1
902.138245,0.783210,0.238456,107.999873,0.313119,1
859.914917,-0.129293,3.118041,4.905424,0.609914,1
227.908981,-2.604017,-1.138717,7.626309,0.532425,0
886.044861,0.301465,2.446386,13.979189,0.704698,1
834.746765,1.284586,-0.380102,99.346671,0.275734,1
230.024170,-0.924454,-1.840323,0.000000,0.660635,0
924.680603,-0.907311,1.370384,93.214408,0.262558,1
892.206421,-0.351722,-1.831207,92.562656,0.225793,1
940.078186,-0.391803,-0.829078,92.916211,0.225355,1
871.652466,-0.736170,2.255299,119.991502,0.530014,1
736.520630,-0.614804,-1.500306,91.446135,0.237124,1
618.934692,0.772463,1.631423,83.259657,0.307481,1
952.797607,0.722150,2.014755,165.993010,0.638519,1
919.346924,0.170598,-0.912594,82.322086,0.326819,1
837.036560,1.502951,1.625552,98.521413,0.319819,1
864.357300,0.665681,-1.544172,100.360265,0.232941,1
1194.831421,0.511187,-0.092862,267.205217,0.313913,0
1063.776489,0.796736,-3.107863,93.600597,0.294107,1
1020.577698,-0.242971,-2.432376,94.480986,0.423181,1
778.500061,-0.283197,0.307868,92.509337,0.208064,1
358.623810,-1.544104,1.673954,10.320875,0.788542,0
763.698425,0.691384,-0.895721,95.476274,0.337309,1
763.773865,-0.365146,2.250935,80.045625,0.462180,1
833.458008,-0.442903,2.133294,88.889922,0.281649,0
845.796936,0.424394,-1.223425,92.250142,0.529802,1
250.560791,-1.004997,0.080083,11.758414,0.783997,0
977.069153,1.051478,-0.344084,90.362855,0.283550,1
692.115479,0.039377,3.020583,92.869662,0.247446,1
927.523743,-0.345296,-2.987275,88.630517,0.247379,1
790.674072,-0.500878,0.420316,82.237865,0.313503,1
225.531601,-2.518092,-1.151367,14.946532,0.445321,0
936.329834,-0.465907,-0.983787,95.413146,0.100744,1
908.072021,-0.309850,2.120460,92.137034,0.256129,1
1078.553833,0.814350,-1.105696,59.622978,0.632317,1
894.647400,0.985199,2.052119,96.563036,0.223870,1
1074.818481,-0.745397,-0.742554,95.681281,0.297056,1
756.854980,-0.491952,2.527224,80.978411,0.317429,1
291.723267,-2.525942,2.242135,3.408191,0.556454,0
706.811340,-0.504588,-0.679014,100.072970,0.521812,1
664.818420,1.280343,2.311966,23.326252,0.633274,1
611.463928,0.432114,0.119061,45.817932,0.441954,1
818.565979,0.729113,-2.954998,92.521749,0.185226,1
1039.269775,0.103070,-0.644245,101.339345,0.265142,1
723.977844,0.111178,2.555237,35.313006,0.715674,1
288.987335,-1.600969,2.042056,2.200484,0.602673,0
890.792114,0.399634,1.412615,80.643979,0.398509,1
568.614929,0.569037,-1.850459,61.356653,0.283632,1
933.156067,0.757033,0.089106,105.235342,0.495112,1
829.354370,-0.046133,-2.953225,88.239687,0.283259,1
933.368408,-0.736102,-2.343266,85.027316,0.330892,1
808.631531,-0.506851,0.717519,68.471914,0.272991,1
795.568787,0.057039,-1.175968,101.671535,0.548578,1
588.357605,1.621107,1.983012,92.622959,0.229223,1
154.174347,-2.328412,1.961303,0.000000,0.466723,0
948.272034,-0.148448,-1.888700,96.048816,0.227761,1
784.321716,0.181286,1.240521,77.512549,0.138875,1
714.360229,-1.207497,-2.719063,103.760005,0.347981,1
490.318665,0.624704,0.413289,91.314853,0.223219,1
1009.096619,0.059070,1.702406,95.570629,0.413383,1
876.559631,0.273179,-1.270838,94.216836,0.226800,1
188.502243,1.003274,-2.245057,0.000000,0.771130,0
891.804993,-0.255057,0.481490,79.387168,0.542590,1
751.262512,-0.036316,-2.564441,85.155654,0.321355,1
666.844238,-0.215969,2.969183,85.406921,0.624979,1
720.035645,1.216215,-0.163982,102.861167,0.239772,1
843.674377,0.340940,1.817538,92.529811,0.227653,1
619.167053,-0.891162,-1.362432,72.388732,0.414190,1
631.708984,0.040381,-0.262102,99.140717,0.205530,1
551.528564,-1.842092,2.885123,102.937800,0.419574,1
1073.755127,-1.083646,1.315111,12.718183,0.436186,1
846.146912,-0.933121,-1.609928,107.621091,0.271753,1
281.947723,-1.343683,-2.405922,2.683510,0.822879,0
1150.223755,-0.046935,2.740098,440.230940,0.616872,0
1064.107300,-0.640713,-0.239498,87.895971,0.242081,1
1241.036987,-0.538934,-0.998340,97.232281,0.232238,1
1042.185791,0.052069,2.204583,357.228312,0.279538,0
851.325989,0.848097,-0.704901,90.655829,0.278053,1
792.068298,-0.212814,2.431830,195.738937,0.427041,1
936.492004,0.180273,-2.837401,94.315585,0.175569,1
868.092896,-0.131879,0.315697,89.314963,0.387337,1
738.281311,0.106987,2.855957,95.268998,0.265249,1
641.855225,-1.363979,-0.200157,97.064365,0.373347,1
952.292419,-1.041245,0.091672,88.743662,0.367231,1
794.834534,-0.829072,-2.920474,99.627825,0.401871,1
905.793762,-0.508663,1.645080,17.872214,0.568397,1
850.160339,-0.406939,-1.485036,86.602378,0.730468,1
1002.573730,1.136769,-1.004910,98.782530,0.268609,1
846.086365,0.809830,2.071810,85.959323,0.270365,1
998.041321,-0.056406,-2.102765,98.201227,0.098600,1
595.592957,-0.986916,1.175082,77.777788,0.447910,1
252.677368,-1.744230,0.514150,48.007258,0.632120,0
823.200928,0.952883,2.429729,0.568052,0.679943,1
823.632690,-0.001799,-0.867255,99.315092,0.272879,1
894.265625,-0.013949,1.811716,3.736407,0.511082,1
834.217896,-0.802198,-1.366763,94.563796,0.187150,1
956.354004,-0.421975,-0.904065,89.919616,0.281986,1
929.113159,-0.343547,2.120977,2.943308,0.419869,1
988.827209,0.335434,0.118465,76.230817,0.381848,1
885.116272,-0.246654,3.089799,187.033014,0.552199,1
824.331299,-0.523291,-0.162495,80.985687,0.393372,1
744.765320,-0.035328,2.937374,81.542904,0.277602,1
677.620911,-0.418604,-1.226411,84.392589,0.313778,1
535.992493,1.246009,1.968370,83.292507,0.219408,1
1006.246216,0.154146,-3.116180,62.269761,0.686439,1
938.394348,-0.538997,-0.208691,404.118503,0.439951,0
874.407043,1.369129,2.960129,85.454303,0.276279,1
572.599121,-1.032700,-0.952497,29.773801,0.889677,0
421.213074,-0.178751,0.652218,72.925168,0.195873,1
929.802673,-0.243467,-0.481252,82.289113,0.492831,1
898.359131,-0.480669,2.719249,92.748376,0.402878,1
882.421021,-0.185369,0.080316,85.800832,0.332092,1
862.121643,0.068358,2.943640,2.370472,0.492910,1
257.410248,-0.157642,-1.882493,2.833368,0.709641,0
744.244873,-0.567708,1.866305,95.905445,0.352140,1
677.859558,0.798448,-1.353866,93.268130,0.584516,1
1014.547424,0.147225,-1.002370,78.864489,0.273003,1
778.670654,-0.302066,2.015181,87.195811,0.242619,1
185.344833,1.342407,2.517489,0.000000,0.783614,0
1072.810059,0.892667,2.464670,93.741391,0.516366,1
960.659302,0.540365,-0.838479,226.389714,0.565170,1
195.392029,1.644751,-0.038442,0.000000,0.780836,0
955.144714,0.714979,-2.092490,99.273811,0.282849,1
807.518799,1.348127,1.366288,89.639307,0.332348,1
208.818405,0.671905,0.313462,7.935743,0.727042,0
1065.799438,-0.918499,0.016380,89.146000,0.286824,1
696.525696,-0.189080,2.674024,82.442445,0.588827,1
393.326660,1.491305,-2.807813,127.097725,0.439801,0
889.034790,-0.144696,2.635645,92.514939,0.556813,1
816.008057,-0.968466,-0.461616,82.789359,0.262698,1
886.452637,-0.020635,-1.821532,89.604044,0.181959,1
887.009827,-0.285205,1.741028,79.221340,0.330604,1
357.985931,-1.968983,0.034524,12.313586,0.611631,0
954.349548,-0.236008,0.825839,84.111347,0.526383,1
855.789124,-0.071638,-2.059344,85.346374,0.315881,1
1244.414673,-0.144623,0.004643,94.673081,0.282354,1
1213.924438,-1.362272,-2.952659,1.740520,0.736964,0
290.852386,1.790131,2.087190,4.576887,0.895322,1
903.988098,0.310670,-0.788918,86.446369,0.199711,1
802.337891,-0.446936,1.874626,14.082948,0.634998,1
600.647583,0.639714,-2.846124,19.285953,0.663995,0
1105.394409,-0.208327,1.245847,83.319720,0.397313,1
737.196167,-0.100302,-1.925579,82.986580,0.298271,1
294.758575,2.129300,-1.946795,16.044107,0.401432,0
797.042236,0.647968,-2.347788,95.589258,0.337028,1
717.561157,-0.592357,0.835167,89.243264,0.215244,1
805.961426,-0.325590,0.771204,79.082915,0.216904,1
749.158203,-1.251001,-2.244277,84.504479,0.438537,1
725.915222,-0.464876,-0.250924,79.284051,0.528510,1
719.960938,0.834073,2.922057,89.137423,0.345214,1
770.386414,0.812558,0.088451,71.203111,0.356290,1
915.754028,0.923542,-2.827292,18.759341,0.445863,1
897.237366,0.723138,-2.876830,96.267882,0.238465,1
904.083740,1.368903,0.268358,99.077027,0.289832,1
930.844299,-0.467273,1.076156,92.231589,0.326268,1
854.561096,-0.690291,-2.189429,85.475710,0.222336,1
1009.292175,0.065707,1.113597,25.485553,0.694903,1
853.593140,-0.078745,-2.159409,92.850484,0.232877,1
812.138550,1.274206,-3.073324,93.542395,0.465039,1
619.594116,-0.099039,-0.082495,85.048425,0.155278,1
219.418365,2.126298,-0.442918,4.839947,0.829742,0
899.940002,-0.437851,1.362980,91.323709,0.500023,1
775.110229,0.652446,-1.889404,82.762952,0.439601,1
911.405579,-0.363955,3.049739,95.377382,0.240041,1
822.751221,0.355477,-0.161496,111.181857,0.159165,1
1059.878784,0.682122,-1.396948,101.641650,0.689151,1
921.464966,0.623921,1.712270,91.066915,0.286283,1
1141.056396,-0.237115,-0.776813,77.647668,0.300304,1
702.432800,0.272436,2.074836,86.095209,0.236337,1
309.043396,-1.307494,2.988185,123.893540,0.682435,0
897.562500,-0.776080,-0.440609,85.868811,0.260330,1
901.577148,-0.676869,2.669086,88.948629,0.244161,1
931.997681,0.467114,1.775859,106.091155,0.630421,1
893.494934,0.139272,-1.105812,87.997547,0.430391,1
1136.375244,0.588126,1.892867,86.535090,0.140260,1
1122.861938,0.581088,-1.282062,449.662484,0.415000,0
784.970886,1.056823,-1.013334,86.966277,0.358847,1
759.933105,-0.054087,2.202877,92.238539,0.244436,1
684.155762,0.332112,-1.035639,61.359586,0.523785,1
679.749207,1.269330,1.956765,63.845840,0.340538,1
185.634125,-1.724616,-1.628973,0.000000,0.726774,0
929.182617,0.354679,-0.779623,86.387494,0.170151,1
915.155457,0.727138,2.416638,110.708075,0.309363,1
807.485046,-1.516411,-1.460328,146.193219,0.347843,1
797.366760,-0.130730,1.562409,89.749080,0.299165,1
788.467285,-1.096770,1.339477,92.395831,0.494795,1
746.927429,0.277762,-1.798603,104.382622,0.447868,1
828.000427,0.543085,0.500435,80.026446,0.293285,1
832.494019,1.336293,-2.482260,101.230213,0.395570,1
865.754639,-0.717986,-0.084872,84.306352,0.337717,1
780.510925,-0.389386,2.941416,76.538735,0.290799,1
919.640747,-0.177293,1.892672,101.160858,0.350678,1
569.534363,-1.716061,-1.229207,87.418356,0.485133,1
168.504959,-0.267602,-0.771380,0.000000,0.472249,0
907.714111,-0.240058,-0.687153,99.440952,0.382814,1
788.271545,0.505871,2.513703,85.969571,0.549111,1
625.881165,1.827629,-1.663171,85.830276,0.263047,1
507.919434,-0.207060,2.169972,40.186638,0.536501,1
301.518524,-1.521242,0.887754,6.869257,0.812009,0
150.723358,2.391404,-0.109715,0.000000,0.564264,0
919.867493,-0.483942,2.221823,94.740224,0.650815,1
933.660278,-0.179364,-0.905073,97.596818,0.249366,1
1217.838379,0.544790,-0.549658,10.484021,0.755751,1
1061.787476,-0.236070,2.474943,100.921998,0.465491,0
900.437683,-0.105096,2.745366,97.810647,0.188871,1
759.759583,1.500286,-0.105311,14.943442,0.550136,0
188.244965,2.218303,-1.155237,0.000000,0.802055,0
1088.000854,0.528207,-2.666368,77.357266,0.412022,1
636.553467,1.018101,0.579462,85.507793,0.393492,1
405.418518,0.219590,0.290193,37.400976,0.791405,0
734.517151,0.284532,1.934630,71.157373,0.590939,1
710.557434,-0.805224,-1.170538,73.551148,0.440178,1
937.887451,-0.356758,2.954679,96.487844,0.329167,1
871.970032,-0.699019,-0.053533,87.480952,0.215314,1
1009.973999,0.152666,1.758707,87.188249,0.193059,1
624.669617,-0.886478,-2.026988,72.871936,0.334721,1
600.165710,1.876977,-0.542949,3.803881,0.903320,0
933.870300,-0.812941,1.288950,90.315145,0.189634,1
776.201355,-0.807130,-1.953684,77.919692,0.229749,1
898.508667,-0.034903,-2.104035,94.951678,0.340078,1
820.568115,0.635646,1.007209,85.212628,0.216575,1
882.776672,0.530386,0.696631,104.912271,0.123983,1
842.357910,-0.149665,-2.599622,87.817433,0.258535,1
917.144409,0.587753,2.976072,96.746088,0.428515,1
800.793518,-0.249031,-0.407123,83.133896,0.223500,1
159.478790,-1.723562,1.127174,0.000000,0.732141,0
903.923279,-0.725798,-0.366061,91.786594,0.380401,1
832.221191,-0.662357,2.736669,72.299492,0.257465,1
992.013062,-0.202899,-2.438779,97.950738,0.394267,1
905.804138,-0.355089,0.546958,87.844689,0.271880,1
1023.281982,-0.193194,1.569036,98.782629,0.267758,1
804.712524,0.371092,-1.607648,87.335919,0.261204,1
986.686401,0.495726,-1.104096,87.053200,0.231176,1
936.736755,0.781159,2.021432,95.788097,0.501108,1
883.150330,-0.938775,-2.388664,98.340527,0.203413,1
499.600067,-1.554278,0.649508,1.325267,0.759179,1
956.697266,-0.310470,-2.480155,80.651136,0.522576,1
732.600464,-0.045344,0.620294,2.087066,0.286045,1
223.256348,1.831349,0.895406,25.409051,0.625954,0
688.061829,-0.112792,-1.529578,90.319348,0.160282,1
635.214355,1.546621,1.397726,91.941032,0.499488,1
965.447693,0.522742,-0.749603,110.447889,0.431310,1
832.826721,1.407212,2.427398,103.561254,0.432503,1
1259.211182,0.848439,-2.427732,103.182019,0.386896,1
1059.743286,0.587891,1.228050,152.599709,0.561722,1
620.144592,1.253969,-0.334876,173.058782,0.187891,0
966.070862,0.774345,-2.941806,91.300627,0.084825,1
636.931946,0.090889,0.252496,75.633270,0.183537,1
324.671173,1.574180,-0.229730,89.153741,0.371271,0
927.298889,0.458721,1.379424,81.044502,0.419548,1
945.337158,0.037864,-2.015271,92.152290,0.315147,1
211.604874,2.681623,-0.517437,14.658081,0.403510,0
732.811035,0.010666,1.607661,86.442834,0.314989,1
444.002411,0.129020,-1.522645,44.046056,0.249154,1
254.705490,-2.136628,1.681199,1.965738,0.741864,0
870.661499,0.172666,1.319303,99.564955,0.377402,1
869.973206,0.146034,-1.850861,86.760248,0.263621,1
901.584473,0.260397,2.075711,94.108446,0.117620,1
789.371765,0.882510,-1.200632,76.362652,0.389042,1
794.464905,-1.000957,-0.690332,100.415398,0.315512,1
769.376404,0.172207,2.544473,68.454384,0.203560,1
1464.551392,-0.038544,-0.957079,110.846792,0.220801,1
1253.364380,0.391987,2.277991,603.545875,0.265260,0
974.419006,0.367416,0.093003,102.216119,0.304501,1
730.434448,-0.667815,-3.120298,99.150118,0.193949,1
996.738770,-0.625880,1.326877,96.171809,0.338397,1
885.230713,-0.380577,-1.781315,229.581781,0.572630,1
915.235229,0.036171,2.499516,92.688939,0.288102,1
798.405457,0.487453,-0.606156,78.304659,0.235261,1
826.518555,-0.876385,-1.815550,82.259030,0.297188,1
748.459167,0.107340,1.033197,77.988032,0.510151,1
250.149368,0.471889,2.439881,55.798270,0.484220,0
831.027893,-0.576345,-2.174112,86.279550,0.147280,1
820.768311,-0.072785,0.863061,86.196271,0.416842,1
581.144409,-0.867609,-2.536915,109.464354,0.308859,1
670.837219,0.947766,0.602471,99.813755,0.225794,1
820.376831,-1.222103,0.120153,97.216266,0.332559,1
501.493042,0.064812,2.998473,70.900443,0.292446,1
213.199783,2.480115,-1.643006,0.000000,0.929451,0
934.462952,0.615712,-2.168262,94.535733,0.222616,1
896.538025,0.152628,1.001794,79.467590,0.479920,1
1013.005127,0.105184,2.837478,93.641916,0.427044,1
878.906189,-0.064136,-0.499762,100.333473,0.378970,1
165.168869,-1.077070,0.583072,0.000000,0.702250,0
913.409851,0.495587,-0.252962,99.664923,0.516446,1
904.044373,0.162581,2.905194,88.353327,0.189455,1
660.320435,-0.059800,0.318341,57.379998,0.412557,1
868.701843,-0.505715,-2.807302,98.999572,0.450067,1
1104.455444,-0.441436,-2.157178,90.009234,0.320562,1
744.015137,0.350215,1.726139,88.272070,0.097978,1
598.077576,-1.597328,0.220018,147.186899,0.476700,0
855.143311,-0.649201,2.400648,83.131648,0.129628,1
836.898438,-0.630837,-0.832177,92.009767,0.356137,1
1309.429565,-0.010086,2.222197,81.960056,0.450515,1
845.530701,-0.132401,-0.930348,54.820221,0.778205,0
580.664612,-1.179417,-1.600036,102.739362,0.322934,1
400.722992,-0.079169,0.406465,2.633140,0.811865,0
851.883545,-0.246735,1.521700,86.408923,0.455416,1
784.466980,0.453901,-1.620470,67.602765,0.481168,1
1003.204834,-0.170935,-2.762616,102.133558,0.227135,1
918.420166,0.118977,0.352432,93.301331,0.336219,1
1038.226196,-1.110539,1.649660,82.766984,0.328251,1
658.917175,-0.284868,-1.660614,97.586989,0.328249,1
566.697205,0.398289,-1.084583,3.324244,0.731653,0
715.682495,-1.091988,1.687679,98.284880,0.240832,1
649.855042,0.285061,-1.351150,78.878093,0.224372,1
868.171326,-0.769038,2.333592,66.681115,0.431310,1
826.114319,-0.324380,-0.755095,84.942464,0.279968,1
771.457031,0.750455,-0.522655,98.405180,0.527232,1
596.011475,-0.724937,2.807678,69.122139,0.353084,1
752.987549,-0.980260,0.318721,73.462529,0.516982,1
528.328674,0.670240,-3.030656,81.129533,0.339970,1
419.739868,-1.230949,-2.414967,23.270524,0.704339,0
654.558838,1.400741,3.076810,71.865209,0.453143,1
351.970551,1.480185,-0.225948,40.249988,0.444446,1
961.824951,-0.520139,-2.109693,85.385159,0.288294,1
891.951477,-0.138765,1.049166,190.977490,0.527968,1
837.595398,0.991605,1.300950,86.980946,0.292819,1
696.115540,-0.203081,-1.813469,93.999880,0.452305,1
585.158691,-0.713939,1.504536,87.287914,0.276592,1
580.778442,1.250373,-1.544298,103.980279,0.366181,1
896.408569,0.695523,0.386197,102.678788,0.222684,1
824.714111,0.142623,-2.736324,96.200671,0.322663,1
1005.910156,1.216397,2.894051,169.963294,0.381191,1
939.608093,0.291208,-0.193126,91.636929,0.330727,1
875.519043,1.080915,-0.208104,103.145341,0.383828,1
845.744995,0.437058,2.874949,85.175394,0.253676,1
766.686951,1.305591,2.631150,87.356434,0.618500,1
752.955872,-0.147494,-0.249197,100.122836,0.199346,1
928.856689,0.528925,-3.103930,79.673843,0.443153,1
900.175476,0.309700,-0.054939,91.807289,0.284312,1
712.482422,0.609840,0.289835,103.243339,0.204861,1
491.038330,-1.088087,-2.766154,62.357112,0.336827,1
825.556396,0.370903,2.365610,77.415360,0.333822,1
811.004944,-0.274629,-0.792869,73.010054,0.319851,1
1076.166504,-0.729373,-0.838764,104.023846,0.465748,1
832.151917,-0.372978,2.292239,87.147886,0.347227,1
200.127991,0.581927,2.667153,46.264328,0.539057,0
875.189148,0.412558,2.414822,69.240583,0.277230,1
793.815491,0.082807,-1.218831,78.737985,0.550528,1
504.761383,0.596555,0.652452,156.725564,0.264077,0
804.159546,-1.030623,-0.103162,103.368725,0.268765,1
762.914307,0.188303,3.050579,86.338703,0.308757,1
914.653442,0.213302,2.597488,87.962760,0.250968,1
880.299622,-0.290083,-0.471912,94.029304,0.293382,1
1029.332886,-1.390781,0.765624,357.019983,0.362430,0
966.375244,-0.213982,-2.352350,92.051215,0.519465,1
981.994019,0.209158,-2.599562,81.217813,0.225311,1
790.487915,0.853723,0.691981,95.095415,0.654815,1
273.359467,-0.780399,0.136801,10.856227,0.755795,0
