pt,eta,phi,mass,tau21,vjet
206.658005,-1.160203,0.541978,44.658414,0.577640,0
931.250732,-0.560886,2.200105,96.942404,0.184128,1
902.629761,-0.496770,-0.908088,86.893822,0.329585,1
887.309387,0.592998,-0.808128,99.415380,0.346890,1
881.624817,-0.092434,2.511441,89.206173,0.211927,1
867.798462,-0.992079,2.525115,100.544221,0.312932,1
818.145569,-0.079491,-0.777236,13.453129,0.543248,1
875.509827,-0.236679,2.325973,95.373475,0.157983,1
654.459656,0.127876,-0.787254,70.777858,0.571598,1
713.266052,0.528702,1.804496,74.485452,0.214466,1
886.247314,0.875799,-1.059589,80.492999,0.412495,1
874.037476,-0.894698,0.681470,79.477835,0.417691,1
803.921448,-0.422898,-2.485954,76.457165,0.342561,1
1165.734009,-0.133927,-2.735060,94.258257,0.139754,1
1030.830933,-0.494649,0.531033,309.823055,0.335604,0
1016.783630,0.349761,-2.943217,102.660502,0.135411,1
891.968567,0.172495,0.167672,86.342853,0.289549,1
852.772156,0.638618,1.256654,95.446567,0.204451,1
771.906250,1.611538,-1.857711,92.538992,0.121542,1
1169.390991,-0.382840,2.586280,96.985565,0.196811,1
852.642578,-0.545544,-0.650653,2.973650,0.611354,1
243.631714,-1.421223,-0.367401,48.319532,0.613387,0
838.854553,-0.240690,-2.886907,12.182022,0.494482,1
652.505737,-1.024781,0.312675,75.242839,0.700331,1
989.383118,0.398932,-1.776756,88.102730,0.201043,1
795.661194,0.290416,1.089827,84.842642,0.222746,1
241.748642,0.926963,2.540861,1.924942,0.542558,0
753.144287,-0.862694,2.343513,78.094953,0.245556,1
628.273560,0.338523,-0.888171,90.893902,0.176755,1
817.585693,0.025784,2.793922,86.488062,0.288957,1
452.498291,0.004648,-0.377669,39.558865,0.764761,0
430.693573,-1.862551,-0.273383,95.958065,0.368424,1
914.569336,0.355144,0.662224,90.303390,0.210253,1
882.724060,0.324226,-2.477967,83.110646,0.305076,1
883.683655,-1.545570,-0.234906,353.568794,0.311347,0
849.774780,-0.156185,2.951604,92.218219,0.209345,1
995.985474,-0.132289,-2.121448,91.664769,0.591099,1
784.414551,0.431381,0.874863,82.758670,0.390292,1
856.905029,-0.371002,0.265604,80.582234,0.377003,1
816.624390,-0.485242,-2.790580,81.580108,0.255574,1
140.530380,-1.715142,-1.647014,0.000000,0.431587,0
920.487366,-0.840527,-0.194773,99.220944,0.212999,1
819.859131,-0.863281,2.912249,79.568902,0.439957,1
943.844666,-1.365401,0.089511,116.998610,0.464111,1
808.318481,-1.025679,-2.997466,84.379670,0.439720,1
869.209717,-1.308251,-2.898245,89.180941,0.340594,1
856.712708,-0.909519,0.255718,91.132333,0.356371,1
986.741333,-0.747880,0.740488,236.780323,0.561853,1
752.642517,-0.197918,-2.401624,64.174156,0.383291,1
1093.254150,-0.280350,1.407052,89.473182,0.535538,1
777.272461,-0.308554,-1.575118,96.465864,0.303752,1
355.502014,1.289065,-2.087932,22.738971,0.844341,0
834.910034,-0.420743,2.145190,79.653455,0.180887,1
733.409302,-1.400062,-1.003210,93.489573,0.555519,1
1196.616455,-0.280647,-1.219707,87.261872,0.448411,1
773.127563,-0.991446,1.528450,103.539408,0.603634,1
619.143921,0.246315,2.366525,50.423294,0.500822,0
989.952759,-0.242467,2.919417,89.896005,0.306321,1
943.330750,-0.241277,-0.309087,91.648219,0.334111,1
1226.590698,-0.610622,-1.765285,101.381149,0.301948,1
893.234741,-0.464092,1.481143,251.969508,0.473601,1
164.405701,1.183797,0.756819,0.000000,0.703513,0
991.690918,-0.659059,1.275007,10.007465,0.540411,1
623.778320,0.181497,-1.901621,65.776582,0.381240,1
986.107483,-0.099457,-2.290321,103.294735,0.141161,1
760.324036,0.103572,0.812757,90.787972,0.246950,1
835.821899,1.050228,-1.080504,93.882202,0.261547,1
735.139587,0.297834,1.958178,33.517544,0.573563,1
978.221558,0.007106,3.035454,95.204323,0.159358,1
799.700928,0.337143,0.016491,76.156281,0.479193,1
848.380554,-1.245719,-2.324205,84.673571,0.301226,1
671.117432,-0.100079,0.947696,83.275458,0.309645,1
1014.930664,0.449241,-2.852680,90.524759,0.578357,1
910.072449,0.285581,0.890914,100.607382,0.232500,1
706.111633,-1.229052,-0.697186,2.492443,0.751294,0
823.231873,0.262506,-2.967193,110.067834,0.192814,1
751.284424,-0.155644,0.166246,73.669841,0.192872,1
862.205933,1.067376,-1.538157,96.138062,0.251039,1
737.928894,0.157252,1.595252,89.303258,0.639326,1
949.361206,1.042841,1.824720,82.514381,0.402298,1
814.699890,1.431231,-0.777140,105.256129,0.585712,1
758.633667,-1.801141,-2.772580,6.804835,0.917990,0
340.606232,-0.285084,-0.375672,126.009482,0.242433,0
946.809448,0.234526,-2.810913,97.393653,0.380949,1
650.215881,-1.161068,0.210326,94.033834,0.531618,1
309.122894,-1.042524,1.103682,132.267198,0.193359,0
1022.575317,-1.148820,1.036714,109.403095,0.441760,1
728.494385,-0.656999,-2.230668,77.691266,0.271402,1
926.013916,-1.306962,-1.021176,33.259037,0.765054,1
782.565857,-1.043397,2.071443,88.847084,0.420093,1
927.388733,-0.520487,1.729922,83.645494,0.375799,1
595.177246,0.752817,-1.109728,2.106794,0.393612,1
445.069305,0.100174,-1.926828,1.441962,0.876349,0
984.213257,-0.639927,1.081408,85.090371,0.261516,1
938.750122,-0.565914,-1.871784,94.243373,0.384968,1
799.297119,1.126805,-0.042989,85.570156,0.508082,1
798.781494,0.289302,-2.656904,77.094834,0.334727,1
359.304504,1.058133,1.943236,57.840668,0.710783,0
877.685547,0.348583,-1.818442,80.359624,0.353180,1
727.554382,-0.374653,1.903708,75.554848,0.408794,1
530.590271,0.946349,-0.106480,0.741673,0.362932,0
944.562500,0.368549,-2.182394,95.053797,0.142625,1
898.542114,0.185993,0.927006,86.404730,0.147405,1
1408.319824,-0.181874,1.823316,86.989829,0.315205,1
827.965393,1.494568,-1.629936,5.132958,0.819128,0
559.067749,-1.009353,-0.820919,51.372340,0.574334,1
756.984314,-1.389437,-1.336729,85.974558,0.205792,1
715.337524,0.097456,1.915681,108.960418,0.262578,1
699.503296,1.581671,0.549671,104.202654,0.334194,1
633.302124,-0.266244,-2.659012,105.090978,0.306795,1
949.307678,0.459035,-1.665526,75.031206,0.332245,1
766.201233,0.987898,1.846773,69.984502,0.329497,1
285.638824,-0.562192,0.323611,49.667899,0.547666,0
1058.069702,-0.969227,0.546437,100.783528,0.218550,1
846.571594,-1.358846,-2.273524,100.559808,0.358029,1
197.517761,1.376634,2.961950,38.921744,0.437998,0
984.077515,0.116148,3.014627,79.069465,0.611165,1
884.837158,-0.150939,-0.238007,111.889215,0.420235,1
839.976868,0.669542,2.280806,89.261279,0.248584,1
577.342834,0.694830,-0.876357,60.887474,0.333089,1
956.396362,0.658743,2.511848,94.238168,0.320167,1
928.937988,0.661713,-0.599255,85.568511,0.489699,1
948.791504,0.782910,-2.367331,98.542117,0.214891,1
752.728943,0.098543,1.181119,80.844674,0.506345,1
270.521698,-2.022259,-0.403544,9.626517,0.873037,0
929.788513,0.721322,0.963603,61.590240,0.502449,1
730.977295,0.195186,-2.189440,76.491115,0.199466,1
895.414490,-0.880146,0.854238,79.059250,0.540290,1
918.451904,-0.491278,-2.290374,93.754910,0.416164,1
905.974976,-0.023244,-0.394051,96.022997,0.293817,1
534.373596,1.622616,2.351761,96.298791,0.546098,1
275.413544,-3.311003,-2.861417,28.466623,0.446538,0
215.495331,0.524157,2.897726,81.534737,0.613410,0
912.145203,-0.024929,1.802138,91.818483,0.396513,1
870.368164,-0.567147,-1.341995,101.525813,0.526214,1
583.924377,-0.721100,-0.771268,1.261539,0.334490,1
536.525146,1.691553,3.117259,82.914388,0.429243,0
262.975891,1.686792,1.593746,70.705092,0.344948,1
1123.578491,0.740736,0.960539,89.913614,0.242835,1
872.077820,0.679593,-2.912214,91.572286,0.183778,1
740.943481,-0.910872,-1.480147,134.457307,0.504923,0
181.485092,0.188397,0.129257,0.000000,0.645456,0
943.545837,-1.459389,-1.977685,98.126667,0.427550,1
926.708740,-1.136446,1.136749,106.328396,0.430830,1
582.304321,-0.890258,0.291500,69.652038,0.308883,1
598.810547,0.546625,-2.717845,69.067428,0.315599,1
970.295776,0.288560,-2.951199,90.417901,0.231516,1
917.301575,0.113130,0.266105,103.170497,0.276104,1
846.692383,-0.343828,2.346605,98.082554,0.161570,1
808.224609,0.826263,-0.815846,113.856676,0.414749,1
859.259766,0.639574,-1.541860,91.941775,0.525094,1
647.111694,-0.004051,1.553684,75.609192,0.257009,1
1046.477173,0.532881,-1.534347,54.785237,0.616057,1
887.479248,0.597134,1.645106,252.722684,0.283460,0
779.754578,0.491608,1.298131,5.959449,0.641714,1
661.867249,-0.689513,-1.871923,72.609175,0.340988,1
1192.219727,0.015519,0.353846,91.004383,0.241271,1
659.010193,0.373209,2.439391,11.129448,0.603242,0
594.271179,-0.039432,-2.207966,72.845993,0.186223,1
255.280289,-2.321081,-1.712313,0.722756,0.714241,0
674.544861,-2.205477,2.863651,103.349419,0.510892,1
618.615173,-0.577953,-0.199172,83.240886,0.158338,1
612.886475,1.440438,-1.306166,103.717292,0.577926,1
650.440369,-0.142711,2.244511,51.692864,0.339246,1
288.218292,-0.963817,0.130353,4.310199,0.707110,0
968.984741,-0.910666,-0.397739,109.667681,0.284296,1
886.007690,-1.222807,2.725298,2.499685,0.440370,1
914.859558,0.086278,-0.480223,78.340903,0.522706,1
926.497559,0.196647,2.143614,93.366807,0.212878,1
345.482788,-1.822724,-2.679199,15.595489,0.515172,0
909.106689,0.038977,-2.237908,88.853742,0.206548,1
870.166016,-0.443464,0.808914,91.010385,0.504187,1
958.741272,-0.443692,1.989778,84.509222,0.274314,1
563.035339,-0.885292,-1.569099,75.331426,0.283256,1
291.075287,2.862187,0.704238,10.716167,0.448261,0
922.476868,0.357374,0.057530,1.628212,0.618783,1
756.045837,-0.491585,-3.093819,86.779909,0.166582,1
907.297424,0.629174,1.804678,4.996073,0.498564,1
725.147278,-0.085536,-1.248336,74.278848,0.497692,1
782.327759,-1.168895,0.863617,97.589041,0.474521,1
729.507385,0.067334,-1.947186,79.011245,0.384898,1
241.481949,-2.836622,2.857501,12.180876,0.116157,0
905.984314,0.474695,-1.295782,95.934170,0.251778,1
817.552368,0.839462,1.653276,87.924882,0.171303,1
902.941162,-0.180764,-1.999442,109.060060,0.125178,1
887.089966,-0.106782,1.089619,86.053981,0.239132,1
1088.506104,0.899971,-0.725947,102.147961,0.104692,1
839.563110,0.773688,2.345073,16.753694,0.671712,1
1052.155029,-0.037263,-2.004653,331.307620,0.455377,0
926.703430,0.381422,0.587268,82.463584,0.327967,1
576.899597,-1.472722,2.446347,8.526639,0.740691,0
901.412292,-1.071772,-0.600073,81.435023,0.259603,1
764.037964,-0.169693,1.876149,99.076924,0.222259,1
571.649475,0.069591,-2.907946,21.550315,0.882489,0
490.092255,1.368908,1.244276,70.693260,0.334623,1
387.024628,-0.766952,-1.749480,75.108145,0.471269,1
976.587158,0.192304,-1.228942,92.262967,0.337612,1
814.783630,0.390604,1.943819,87.080359,0.304006,1
879.858398,0.102503,3.108378,88.809848,0.309767,1
822.590637,-0.732573,-0.083252,91.773462,0.209518,1
1002.856812,-0.322419,-1.907279,70.123781,0.731735,1
740.283813,-0.426168,1.641256,78.623941,0.262794,1
591.414246,0.744605,0.758962,3.021721,0.783585,0
897.380371,0.460497,0.706949,91.785326,0.422375,1
898.091675,0.306496,-2.543669,88.422722,0.263419,1
804.257568,0.985468,-0.386275,112.171440,0.430786,1
652.218811,-0.136731,2.801407,80.058635,0.410642,1
604.622437,-1.882102,-2.639659,2.237264,0.443093,1
544.359924,0.158998,0.519105,87.610946,0.388474,1
1143.750122,-0.018031,0.424432,91.029022,0.286369,1
766.471985,0.178836,-2.790151,90.205459,0.383908,1
386.694611,-1.264571,-2.984853,132.163306,0.754327,0
959.539490,-0.909631,1.118382,93.706852,0.314173,1
879.811890,-0.577586,-2.015781,93.125782,0.258274,1
1076.602417,0.076056,-1.792975,413.137634,0.280106,0
1018.654175,-0.501086,1.257405,87.362844,0.375600,1
637.307861,0.571804,1.949618,97.766370,0.309303,1
523.403748,-1.185567,-1.125064,73.162500,0.404030,1
914.741943,0.374921,1.383662,82.375607,0.533385,1
729.153687,0.598698,-1.906475,167.156252,0.568833,1
995.990906,-0.713305,0.512393,91.332861,0.249165,1
818.112671,-0.995872,-2.685223,88.109122,0.312439,1
195.795563,1.630504,-2.466627,15.938721,0.709262,0
913.762390,-0.582899,-1.499349,249.229885,0.496824,1
789.727844,0.332924,1.714475,89.715805,0.267196,1
208.059021,2.172022,1.818149,1.169349,0.760405,0
601.851562,1.377085,-0.616560,93.587391,0.269480,1
560.205566,-0.242931,2.431877,72.959368,0.693363,1
932.700256,0.534824,1.605860,96.557215,0.237100,1
868.003601,1.050857,-1.486526,92.633797,0.766058,1
667.899353,-1.045722,0.996166,110.238246,0.451957,1
544.015869,1.002849,-2.002922,83.771765,0.272032,1
893.549622,0.071135,1.885337,99.449366,0.147626,1
737.721741,1.241368,-1.474410,5.895252,0.640412,1
979.309143,0.900136,-1.927778,93.938875,0.469481,1
877.154541,0.906265,1.079771,86.579389,0.158487,1
967.779663,0.270684,0.133192,92.075250,0.261367,1
688.869873,1.125569,2.993517,86.003487,0.225805,1
305.518097,-2.726746,-2.455073,5.569798,0.554593,0
1034.644897,0.667738,-2.370521,101.765436,0.420161,1
700.897827,-0.199527,0.770478,82.761330,0.490813,1
175.162704,-1.012141,0.474811,0.000000,0.871508,0
999.750244,-0.169828,-0.297428,108.646662,0.397750,1
927.875854,0.164543,2.783536,91.900594,0.341709,1
917.228394,-1.269152,1.120637,83.438487,0.418141,1
798.150879,-0.829942,-1.993386,91.716189,0.201367,1
193.016647,0.129614,-2.774283,33.734208,0.591428,0
830.880005,-0.076054,-1.231413,69.659271,0.250760,1
771.895508,0.556163,1.870323,83.658660,0.276344,1
882.986694,0.480453,1.817100,94.007165,0.129781,1
511.362915,0.054974,-0.978410,60.305277,0.256787,1
319.035919,-1.136609,2.779324,50.850805,0.671260,0
881.943481,-1.172160,0.078006,244.831567,0.525068,1
787.689331,-0.171564,-2.999161,81.705939,0.374715,1
920.748474,1.239015,-1.573574,114.317935,0.379698,1
802.471191,0.307188,1.530117,86.031516,0.212233,1
939.487366,-0.038735,-2.454218,89.633352,0.572329,1
724.392578,-0.153492,0.707739,86.234624,0.345002,1
1077.410889,0.744013,-0.650126,390.354230,0.403855,0
1022.701355,0.014475,2.535670,51.095925,0.465266,1
849.959106,-0.262586,-1.138342,93.742818,0.224212,1
819.833923,-0.877070,1.966389,92.893352,0.393731,1
918.283447,0.110277,-1.799763,82.458160,0.230117,1
706.033325,0.682866,1.277286,79.774799,0.488658,1
826.337585,1.173638,1.274571,109.945937,0.486234,1
665.288757,-0.112126,-1.898491,82.950897,0.273655,1
1345.608887,-1.104161,-2.084427,69.386262,0.669134,1
1290.855713,-1.061104,1.051426,404.832931,0.281032,0
886.689514,0.001687,2.696199,96.388953,0.379817,1
863.453552,-0.243551,-0.474096,73.657021,0.399227,1
1006.439392,-0.709715,-3.119244,107.938422,0.273385,1
974.607422,-0.801755,-0.002968,97.896291,0.358679,1
917.748413,-0.355376,-1.820204,93.691923,0.398529,1
552.894897,-0.111076,1.320069,61.358192,0.351351,1
1615.915039,-0.781025,-1.210251,331.503345,0.576838,0
1458.056519,0.005601,1.835329,81.292896,0.279195,1
187.766708,3.158585,2.662549,23.935532,0.445178,0
740.109375,1.507198,-1.056530,102.336725,0.323807,1
673.205872,-0.064861,2.142600,79.371564,0.382740,1
211.283768,0.723956,-2.480114,48.373810,0.341224,0
191.287277,-0.776622,-0.397226,44.655111,0.765024,0
187.472076,-3.062416,1.657118,22.089272,0.493689,0
942.013855,-0.094773,1.397336,83.443761,0.402776,1
885.700134,-0.310284,-1.804734,86.979178,0.245447,1
885.535828,0.713867,-2.314711,93.065804,0.189706,1
770.888977,1.285428,0.844896,91.646369,0.411896,1
724.218140,-1.512468,-1.534971,97.807809,0.245111,1
706.346191,0.069530,1.961669,88.532055,0.197734,1
222.036331,-2.779790,-0.097436,6.689596,0.693718,0
830.987427,-0.836410,-3.069643,62.602881,0.782528,1
825.750610,-0.323942,0.083475,2.690218,0.605808,1
931.073425,0.396080,0.616699,94.200423,0.206807,1
880.023804,0.562368,-2.577995,89.926298,0.394185,1
810.102905,0.628581,-0.066481,116.155923,0.549848,1
698.986328,-0.669907,3.045047,88.129889,0.172228,1
958.687195,-0.275972,2.197032,92.996088,0.223407,1
867.844666,-0.181216,-1.159102,82.631981,0.254955,1
196.881027,1.406493,-0.028416,0.000000,0.625902,0
862.585327,-0.126283,-2.763743,82.763204,0.502631,1
782.021851,0.991439,1.174686,92.587441,0.209608,1
355.589355,-0.885884,-1.078551,27.375693,0.767698,0
314.841553,-0.767546,-0.094839,30.741476,0.718884,0
966.672241,-0.097203,-1.030346,86.272071,0.227242,1
658.464417,0.834942,2.345722,86.081133,0.140385,1
325.936798,-2.059876,2.044979,65.269857,0.179134,0
792.039246,-0.290453,-0.761656,4.100510,0.780813,1
688.971191,1.096761,2.441937,88.585007,0.284963,1
809.130249,0.404435,-3.093634,85.626764,0.190850,1
699.821533,-0.494965,0.122696,80.810300,0.549391,1
1084.079956,0.811110,0.319333,348.572993,0.506896,0
924.940979,0.476918,-2.441904,45.683293,0.601527,1
364.072968,0.164999,2.043238,104.999981,0.268497,0
936.627686,-0.559612,1.807928,81.979106,0.478128,1
793.709778,-0.999973,-1.717071,2.625485,0.511696,1
388.705933,-1.992439,-0.331777,29.419781,0.728740,0
885.465759,-0.367852,-1.022205,95.842469,0.156471,1
869.912598,0.100567,2.130183,100.480787,0.218851,1
1055.654175,-0.128400,-0.532350,91.546611,0.283839,1
876.814026,-0.212364,-3.037358,100.427137,0.314475,1
664.631775,-0.420239,1.979869,3.055393,0.903614,0
961.377258,-0.182825,2.472026,91.054459,0.384307,1
710.878906,-0.090082,-0.852610,73.313139,0.207507,1
661.052734,-0.437845,-1.696731,96.415753,0.325039,1
582.820190,1.428267,1.377723,101.368010,0.380145,1
885.844971,0.066479,0.363364,3.068551,0.379185,1
794.962646,0.619213,-2.883670,79.802392,0.365147,1
815.526306,0.714705,1.621570,97.211120,0.338887,1
885.632141,-0.050778,-1.435408,94.690478,0.208174,1
883.655945,-0.379377,-0.722176,84.713258,0.324253,1
813.214844,0.289665,2.256927,98.531440,0.272545,1
196.156204,1.158349,2.954061,31.290647,0.487932,0
845.996155,0.070375,3.099423,84.726211,0.434090,1
884.856018,-0.496640,-0.042893,89.562428,0.268798,1
920.036926,-0.140779,-1.495737,98.357432,0.293805,1
932.994446,0.141289,1.701215,89.432745,0.266409,1
946.327759,0.301030,1.435132,85.000010,0.285020,1
744.130066,-0.377881,-1.642454,95.916047,0.405372,1
881.185669,0.247199,-2.204424,110.576447,0.160822,1
843.444153,-0.372567,0.888380,87.559014,0.248112,1
702.633057,-0.592433,-1.017252,95.027530,0.213429,1
602.021667,1.034551,2.062150,83.584052,0.557899,1
1770.309937,0.476455,2.081843,336.564746,0.387078,0
1722.084717,-0.053800,-1.089677,236.380526,0.636178,1
589.912170,0.428560,-3.043460,58.723070,0.167753,1
820.328247,0.428848,0.148053,4.449496,0.703074,1
217.563873,-0.842544,0.708725,42.153620,0.670886,0
945.322937,-0.029997,-2.833876,106.205336,0.298971,1
737.380798,0.149039,0.321258,72.731935,0.167983,1
884.888916,0.775100,0.830103,81.203918,0.716944,1
400.672455,0.536085,-2.222499,59.116605,0.372489,1
745.907104,1.006762,0.608949,77.096469,0.415576,1
660.384399,1.252705,-2.524720,74.682208,0.755795,1
895.218445,-0.096732,-2.438703,41.878938,0.727411,1
864.748169,-0.408046,0.779064,96.354507,0.398717,1
828.878174,-0.589249,-0.583950,89.288171,0.229976,1
767.187561,0.338906,2.477878,102.022053,0.255730,1
857.456665,0.285654,-0.586080,99.412286,0.361848,1
682.017761,1.202697,2.815206,83.914410,0.398339,1
696.789978,-1.697103,0.954916,95.326003,0.203230,1
658.928345,-0.294536,-2.189384,93.573393,0.513807,1
1341.078003,0.816013,-0.375685,46.645353,0.570884,0
1218.159912,1.231456,-2.712833,101.036481,0.261157,1
972.733643,0.538344,1.795504,60.524700,0.522239,1
906.916443,0.039633,2.380476,89.072256,0.252305,1
862.106628,-0.196099,-0.576197,96.900568,0.335783,1
954.834839,0.506638,3.130789,97.341576,0.251838,1
887.677002,0.657843,-0.020767,86.851460,0.454548,1
951.170166,0.188805,1.646719,87.320798,0.258952,1
926.011719,-0.027155,-1.427536,95.789206,0.479376,1
923.065308,-0.135389,-1.233186,87.681978,0.248836,1
819.888733,0.293013,1.886669,86.123415,0.195723,1
894.197693,0.086588,0.231813,87.589356,0.333042,1
886.621399,0.563750,-2.909009,81.959251,0.178306,1
978.076477,1.200301,-0.490505,107.782416,0.385648,1
761.678223,1.158963,2.639753,118.405655,0.406431,1
260.293335,-1.099125,2.586172,13.154339,0.750431,0
967.626099,0.402836,0.012072,91.755565,0.417441,1
778.993286,-0.321702,3.060194,71.734017,0.296302,1
782.690308,0.416240,-1.600974,93.854572,0.242815,1
718.712036,-0.818401,1.643929,85.029830,0.383540,1
912.739624,0.109392,-0.730183,90.375948,0.209403,1
821.388123,-0.067231,2.294868,87.246474,0.114262,1
964.617188,0.298647,0.236473,95.867434,0.403198,1
848.013672,0.670174,-3.038874,83.623203,0.491655,1
651.807922,-0.969828,3.100838,75.882159,0.435905,1
622.626587,0.610979,0.222135,95.439509,0.299676,1
214.525848,-1.023823,-0.660605,39.337398,0.579984,0
741.007263,-0.225835,1.896204,88.946525,0.572871,1
694.427612,0.567153,-1.292786,76.214936,0.587531,1
1182.927490,0.507546,2.842546,83.056269,0.377611,1
875.566467,-0.269958,-0.462734,164.237432,0.766324,1
213.658981,-1.194246,-0.488861,9.846288,0.763734,0
162.320129,-0.323223,0.968476,0.000000,0.766086,0
713.837524,-0.187193,2.270969,76.917936,0.496288,1
625.524780,0.045188,0.281777,19.909838,0.849728,0
547.049866,-1.809209,-1.329935,85.419234,0.337133,1
316.550110,-0.777622,-2.615373,131.520636,0.293305,0
2130.484131,0.232813,1.365912,4.528236,0.879565,0
1125.215698,-0.248871,-2.572064,93.236530,0.324181,1
625.408630,0.943979,-0.831308,86.709016,0.252828,1
631.747681,0.430594,-1.711363,31.186775,0.633296,0
396.289734,-0.219931,-0.860046,2.314240,0.810929,0
901.095093,0.637038,-0.674637,68.174183,0.351157,1
782.460938,0.888426,2.280564,98.921797,0.474187,1
387.147064,0.797500,-2.514622,2.533357,0.860542,0
291.274658,0.460526,1.390570,12.305230,0.700614,0
704.016907,-0.271394,0.542405,8.956122,0.662399,1
624.037964,1.518309,-2.119526,110.046088,0.276685,1
391.387115,-0.103016,2.862988,109.576818,0.660447,0
830.192993,1.389084,-2.866218,99.416653,0.449622,1
809.361877,0.442854,0.237187,92.639238,0.259378,1
1196.051392,0.127146,-0.696969,98.995371,0.243931,1
741.065613,0.425930,2.568317,93.692894,0.167378,1
191.432678,1.259976,2.332183,14.488166,0.755698,0
914.432068,-0.006936,-0.042339,93.790260,0.293143,1
850.204712,-0.258459,-3.127268,79.971359,0.377915,1
850.591675,-0.939511,-1.603888,102.632192,0.236527,1
763.438354,-0.283537,1.424999,65.115717,0.501554,1
1450.665894,-0.314298,1.068932,106.278667,0.280578,1
662.163330,-1.595000,-2.367378,1.845847,0.856095,0
696.355957,-0.495808,-1.496143,72.846034,0.301280,1
216.954880,2.550598,-3.028863,81.091154,0.147399,0
945.737671,0.065233,0.483168,93.016390,0.375142,1
875.942078,0.373612,-2.806296,101.826944,0.470252,1
1001.991272,0.015170,-1.116883,107.426440,0.193327,1
913.468323,-0.730386,1.834958,136.488078,0.363127,1
988.267822,-0.415052,-2.312329,77.153851,0.557106,1
793.290894,0.014522,1.271367,98.444461,0.161668,1
509.776123,-1.862128,0.136489,11.856486,0.724345,0
1042.608154,0.722987,0.827221,109.401163,0.187954,1
817.775208,-0.034750,-2.381123,89.201463,0.206812,1
617.306641,0.888512,-2.291669,86.280308,0.425565,1
433.620911,-1.377988,0.325926,91.532601,0.310846,1
233.274246,1.990398,1.361422,68.337181,0.710934,0
914.787292,-0.058957,2.392288,91.209906,0.439773,1
883.668701,-0.329894,-0.955399,87.850446,0.328277,1
964.400391,-0.021937,-2.412654,88.471146,0.370929,1
812.206421,0.090748,0.580588,89.630074,0.253033,1
193.154251,-1.647665,1.245074,0.000000,0.761848,0
1096.171631,0.379713,-2.049863,92.039394,0.478061,1
760.538818,-0.356683,0.448742,47.897408,0.615416,1
502.593109,2.168957,1.929029,86.896142,0.591162,0
876.355286,1.191392,3.012257,80.637275,0.416728,1
873.336548,0.691276,-0.137650,102.215191,0.326640,1
966.304260,-0.286257,-0.287331,87.202819,0.253900,1
851.781738,-0.523043,-2.912622,85.511583,0.377412,1
434.515656,1.106118,1.782084,48.990289,0.665661,0
709.653076,0.443926,1.910621,74.238882,0.346031,1
726.164490,-0.612484,-0.793541,88.162086,0.310438,1
274.871368,-0.822243,-1.983010,3.264450,0.875347,0
921.588318,-0.303887,-2.684486,79.291675,0.472857,1
900.719238,-0.826586,1.169427,103.046031,0.261268,1
574.459412,1.033955,-0.312079,228.116295,0.431055,0
186.909637,2.732291,-0.973162,2.093269,0.621728,0
879.693909,-0.001336,2.217441,98.489873,0.398928,1
706.181519,-0.777588,-0.783147,76.448327,0.207396,1
742.633118,-0.812019,-2.773295,87.090317,0.226189,1
758.218384,0.404716,0.453397,67.879110,0.698879,1
925.538757,-0.695198,0.467205,95.755436,0.722023,1
865.337830,-1.132978,-2.722323,83.627476,0.709827,1
667.013672,0.039579,2.413308,95.783674,0.514747,1
601.813965,1.837538,-0.774114,93.093920,0.188412,1
907.207092,0.221100,1.373890,74.110553,0.794962,1
862.674377,0.746013,-1.782131,4.507522,0.606335,1
820.813110,0.078171,-1.294271,74.491727,0.234693,1
835.997498,-0.466251,2.419557,95.142178,0.095983,1
411.876434,-1.648323,0.858374,103.972422,0.381720,0
717.114380,-1.377766,2.347728,92.393465,0.601965,1
675.479065,0.312138,-1.030323,96.225115,0.285471,1
913.818848,-0.694810,0.647833,90.577386,0.253221,1
753.799011,-0.339085,-2.501379,68.949250,0.354218,1
700.293152,-0.839764,-0.987872,97.067753,0.271048,1
609.897644,0.779465,2.060893,78.586335,0.376637,1
1128.466309,-0.039624,1.140064,99.494389,0.271848,1
654.931763,-0.081741,-3.115669,1.683662,0.728144,0
559.342163,-0.140834,-1.559730,63.867048,0.378139,1
300.740356,0.341812,-0.415503,97.949677,0.261550,0
757.023743,1.300181,0.728095,97.714830,0.398154,1
489.660706,-0.279765,-2.406450,66.936181,0.533611,1
919.379822,-0.035022,1.802458,48.998030,0.738896,1
915.231445,-0.060121,-1.356800,78.425243,0.242448,1
925.459778,0.572713,2.324309,109.693278,0.603906,1
901.538696,-0.011320,-0.962411,104.750029,0.176937,1
865.750549,0.111843,2.955116,73.297278,0.227253,1
756.958618,1.156547,-0.525378,99.322994,0.470386,1
264.784302,0.000470,1.111201,32.327502,0.690415,0
878.515198,-0.898927,-0.780456,69.855627,0.440167,1
831.837158,-0.558722,2.062475,86.836652,0.139020,1
186.717911,-0.412864,-2.759894,31.481372,0.695214,0
725.489380,-0.487600,0.546707,88.100922,0.152166,1
578.313965,1.203163,-2.561833,87.659224,0.283622,1
836.936401,1.037785,2.652654,80.785223,0.300980,1
668.636841,0.143507,-0.466730,59.392377,0.473164,1
770.850647,-0.163662,1.446697,80.683985,0.365317,1
743.222961,0.668229,-1.710884,81.693935,0.243080,1
973.309937,0.462514,3.114483,92.069344,0.173012,1
748.413513,0.990436,0.037316,79.034765,0.368997,1
