Jet,Constituent,Eta,Phi,Px,Py,Pz,P
0,25,-0.299387,-2.698710,-0.864487,-0.410032,-0.290751,2.114800
0,26,-0.338206,-2.746573,-0.872606,-0.363819,-0.325875,2.058666
0,27,-0.407239,2.722062,-0.842452,0.375742,-0.386126,1.781735
0,28,-0.582110,-2.866989,-0.819690,-0.230923,-0.524197,1.573331
0,29,-0.210212,-2.781635,-0.915607,-0.344593,-0.207169,1.343602
0,30,-0.726218,-2.622729,-0.680822,-0.388786,-0.620746,1.641697
0,31,-0.545488,3.072856,-0.865627,0.059595,-0.497131,1.413619
0,32,-0.237312,-2.664445,-0.863869,-0.446612,-0.232955,1.201012
0,33,-0.757897,-2.844822,-0.734916,-0.224739,-0.639836,1.513428
0,34,-0.377758,-2.870391,-0.898570,-0.249850,-0.360759,1.143404
0,35,-0.614154,2.815427,-0.792970,0.268219,-0.547045,1.229594
0,36,-0.448988,-2.887188,-0.877835,-0.228271,-0.421067,1.118650
0,37,-0.655171,-3.112585,-0.817710,-0.023726,-0.575141,1.225994
0,38,-0.488723,-2.560439,-0.745065,-0.489372,-0.453203,1.075261
0,39,-0.378307,-2.615812,-0.806527,-0.467998,-0.361237,1.005390
0,40,-0.365856,3.031742,-0.930969,0.102681,-0.350362,0.929002
0,41,-0.275399,3.109967,-0.962759,0.030458,-0.268641,0.894706
0,42,-0.440748,-2.534346,-0.747441,-0.519343,-0.414265,0.940450
0,43,-0.928739,-2.486689,-0.542042,-0.416272,-0.730006,1.233847
0,44,-0.442030,-3.125284,-0.909552,-0.014835,-0.415326,0.769185
0,45,-0.254891,-2.785723,-0.907698,-0.337386,-0.249510,0.680205
0,46,0.052553,-2.169787,-0.563031,-0.824766,0.052505,0.640043
0,47,-0.709372,-2.923618,-0.773438,-0.171312,-0.610283,0.779097
0,48,0.157292,-2.953123,-0.970265,-0.185061,0.156008,0.603582
0,49,-0.523331,-2.023505,-0.383656,-0.788766,-0.480267,0.664682
0,50,-0.788110,-2.939548,-0.738267,-0.151226,-0.657337,0.771042
0,51,-0.312937,-2.978905,-0.940373,-0.154352,-0.303106,0.559525
0,52,-0.110233,-2.854877,-0.953380,-0.281094,-0.109789,0.519252
0,53,-0.515091,2.851947,-0.843897,0.251504,-0.473903,0.511805
0,54,-0.994293,-2.398905,-0.479468,-0.440166,-0.759187,0.535264
0,55,-0.889737,2.850279,-0.673309,0.201888,-0.711264,0.456380
0,56,-0.633747,-2.888666,-0.801723,-0.207215,-0.560627,0.387114
0,57,-0.824549,3.032126,-0.731085,0.080350,-0.677538,0.355180
0,58,-1.166784,-2.574197,-0.478740,-0.305101,-0.823238,0.434356
0,59,-0.570025,-2.698811,-0.774321,-0.367170,-0.515377,0.244436
0,60,-0.258736,-2.586405,-0.822129,-0.509938,-0.253113,0.212233
0,61,0.017212,2.912685,-0.973771,0.226880,0.017211,0.183987
0,62,0.093936,-2.648520,-0.877010,-0.471254,0.093661,0.179377
1,0,1.294595,0.207135,0.498849,0.104833,0.860325,216.407028
1,1,1.311441,0.206842,0.491684,0.103177,0.864640,174.539826
1,2,1.070467,0.377551,0.570360,0.226191,0.789637,136.291618
1,3,1.063692,0.364953,0.576234,0.220160,0.787073,134.552398
1,4,1.054903,0.373058,0.578410,0.226381,0.783705,88.749107
1,5,1.324076,0.228034,0.484060,0.112336,0.867794,67.980705
1,6,1.314921,0.227937,0.487927,0.113184,0.865515,60.486964
1,7,1.262368,0.085842,0.522075,0.044926,0.851716,52.868109
1,8,1.315470,0.142290,0.495585,0.070997,0.865653,35.579130
1,9,1.333781,0.098830,0.490346,0.048619,0.870170,18.914853
1,10,1.488876,0.070216,0.428335,0.030125,0.903118,21.360091
1,11,1.062044,0.434289,0.560323,0.259890,0.786445,11.541790
1,12,1.216407,0.169148,0.536987,0.091706,0.838591,9.185499
1,13,1.075961,0.445031,0.551410,0.262990,0.791696,8.043776
1,14,1.378826,0.246885,0.459333,0.115764,0.880688,9.310089
1,15,1.019013,0.363974,0.596849,0.227367,0.769464,6.482997
1,16,1.047212,0.211038,0.611017,0.130897,0.780720,4.979074
1,17,1.116611,0.345717,0.556397,0.200404,0.806387,5.178493
1,18,1.361064,0.247862,0.466443,0.118041,0.876640,6.308163
1,19,1.513779,0.741425,0.309620,0.283521,0.907607,6.648125
1,20,1.020295,0.299614,0.609635,0.188324,0.769987,3.077872
1,21,1.312174,-0.046003,0.501543,-0.023089,0.864824,3.812308
1,22,1.128513,0.423163,0.534061,0.240526,0.810510,3.196159
1,23,1.401715,0.193360,0.455565,0.089203,0.885722,3.874978
1,24,1.311991,-0.051168,0.501497,-0.025683,0.864778,3.374137
1,25,1.363079,0.568187,0.404833,0.258451,0.877105,3.409746
1,26,0.810083,0.828840,0.501858,0.547472,0.669636,2.199829
1,27,0.728050,0.410859,0.717947,0.312776,0.621871,1.864288
1,28,1.499313,0.158494,0.420029,0.067135,0.905024,3.225666
1,29,1.372784,0.156150,0.470428,0.074060,0.879325,2.870903
1,30,1.270791,0.487913,0.459547,0.243886,0.854012,2.372641
1,31,1.044832,0.029696,0.625767,0.018588,0.779789,1.945193
1,32,0.736839,0.555087,0.661895,0.410458,0.627231,1.530987
1,33,1.268960,0.517976,0.452715,0.257992,0.853515,2.267730
1,34,1.348979,0.132613,0.481994,0.064296,0.873812,2.395900
1,35,1.288369,0.282245,0.492203,0.142732,0.858699,2.029422
1,36,1.128330,0.409085,0.537474,0.233018,0.810447,1.677026
1,37,1.181799,0.241795,0.544391,0.134257,0.828018,1.742551
1,38,1.026887,0.094818,0.631973,0.060102,0.772657,1.497554
1,39,1.319315,-0.248143,0.483696,-0.122552,0.866614,1.781956
1,40,1.377911,-0.343264,0.446421,-0.159557,0.880483,1.817877
1,41,0.865566,0.301384,0.682782,0.212245,0.699114,1.140445
1,42,1.051241,0.543075,0.533294,0.321905,0.782288,1.255748
1,43,0.848354,0.237905,0.703229,0.170531,0.690208,0.955495
1,44,1.649831,0.834798,0.248724,0.274596,0.928834,1.795000
1,45,1.295511,0.090537,0.507258,0.046051,0.860563,1.303760
1,46,1.448958,0.272183,0.428703,0.119655,0.895487,1.460164
1,47,1.295694,0.784002,0.360606,0.359601,0.860610,1.169734
1,48,0.687216,0.227150,0.782220,0.180801,0.596190,0.741384
1,49,1.146641,1.045729,0.289308,0.499402,0.816638,0.998306
1,50,1.483566,-0.367009,0.402723,-0.154817,0.902134,1.278827
1,51,0.917386,0.078610,0.686980,0.054115,0.724659,0.794307
1,52,1.641957,-0.036520,0.372964,-0.013627,0.927746,1.318784
1,53,1.392560,0.335074,0.441965,0.153894,0.883733,1.025095
1,54,1.391644,-0.129101,0.464473,-0.060299,0.883532,0.932525
1,55,1.321696,0.557443,0.422567,0.263425,0.867205,0.858498
1,56,1.322794,0.462225,0.445273,0.221845,0.867477,0.834779
1,57,0.830592,-0.253519,0.709062,-0.183714,0.680794,0.557293
1,58,1.313639,0.030376,0.501207,0.015229,0.865193,0.812116
1,59,0.645650,0.335659,0.776619,0.270931,0.568734,0.494502
1,60,0.900723,0.203135,0.683093,0.140701,0.716650,0.580743
1,61,2.045900,0.419939,0.232186,0.103671,0.967131,1.573652
1,62,0.883145,0.335065,0.666948,0.232227,0.707991,0.539638
1,63,1.301004,0.320905,0.481061,0.159902,0.861981,0.751291
1,64,0.686483,0.026657,0.802908,0.021409,0.595718,0.455944
1,65,1.456465,0.245414,0.428857,0.107413,0.896964,0.821158
1,66,1.410688,0.936451,0.272938,0.370945,0.887640,0.724145
1,67,1.236366,0.535078,0.460814,0.273152,0.844416,0.538698
1,68,1.357769,-0.112012,0.479515,-0.053937,0.875874,0.567170
1,69,2.125919,0.322571,0.223161,0.074590,0.971924,1.061971
1,70,1.218055,-0.271100,0.524140,-0.145681,0.839079,0.450127
1,71,1.445479,0.863408,0.290143,0.339350,0.894795,0.546543
1,72,1.039521,0.147370,0.621823,0.092307,0.777699,0.343509
1,73,1.472945,0.864970,0.282561,0.331529,0.900138,0.481438
1,74,1.061861,0.083887,0.615577,0.051761,0.786375,0.304312
1,75,1.444197,0.077931,0.445632,0.034799,0.894539,0.350654
