Jet,Constituent,Eta,Phi,Px,Py,Pz,P
1,25,-0.348827,-0.460166,0.844101,-0.418383,-0.335334,2.340601
1,26,-0.406873,-0.189757,0.906016,-0.174017,-0.385814,2.086336
1,27,-0.370800,-0.131943,0.926857,-0.123007,-0.354691,1.890491
1,28,-0.559771,-0.102938,0.856911,-0.088522,-0.507807,2.029142
1,29,-0.581927,-0.074801,0.849297,-0.063647,-0.524065,1.901117
1,30,-0.195563,-0.917307,0.596518,-0.779023,-0.193107,1.496926
1,31,-0.467299,-0.386037,0.833711,-0.338846,-0.436015,1.144825
1,32,-0.594378,-0.584383,0.705685,-0.466776,-0.533037,1.188830
1,33,0.230903,-0.632060,0.785772,-0.575401,0.226885,0.995191
1,34,-0.897794,-0.830110,0.471612,-0.515790,-0.715222,1.002556
1,35,-0.617084,-0.012885,0.835691,-0.010768,-0.549095,0.753665
1,36,-0.669454,-0.372076,0.755793,-0.294950,-0.584621,0.764344
1,37,-0.451186,-0.223450,0.883660,-0.200807,-0.422873,0.642285
1,38,-0.333628,0.091208,0.942880,0.086238,-0.321777,0.608537
1,39,-0.599872,-0.473652,0.750734,-0.384803,-0.536958,0.622211
1,40,-0.193915,0.074021,0.978801,0.072584,-0.191520,0.516893
1,41,-0.987884,-0.378630,0.607717,-0.241765,-0.756459,0.766717
1,42,-0.426466,0.250696,0.886862,0.227111,-0.402363,0.545095
1,43,-0.757164,0.216319,0.750952,0.165028,-0.639404,0.534087
1,44,0.079653,0.042967,0.995916,0.042817,0.079485,0.363700
1,45,-1.054903,-0.741921,0.457882,-0.419703,-0.783705,0.571112
1,46,-0.531938,-0.378726,0.811582,-0.322958,-0.486861,0.382081
1,47,-0.140812,-0.029594,0.989734,-0.029299,-0.139889,0.326452
