Jet,Constituent,Eta,Phi,Px,Py,Pz,P
0,47,-0.970306,0.591336,0.550215,0.369465,-0.748839,1.616424
0,48,-1.178686,0.034562,0.561812,0.019425,-0.827037,1.758914
0,49,-1.192236,-0.281951,0.533919,-0.154659,-0.831271,1.637363
0,50,-1.091159,0.642020,0.483402,0.361434,-0.797301,1.456150
0,51,-1.212195,0.048838,0.546036,0.026689,-0.837337,1.568395
0,52,-0.943022,-0.693275,0.520197,-0.432209,-0.736608,1.222291
0,53,-1.707511,0.479304,0.311529,0.161910,-0.936341,2.271102
0,54,-1.141514,0.031927,0.579273,0.018501,-0.814923,1.349670
0,55,-0.736473,-0.592994,0.646012,-0.435348,-0.627009,0.999739
0,56,-1.230689,-0.554712,0.457549,-0.283500,-0.842779,1.388844
0,57,-1.015717,0.283986,0.614664,0.179405,-0.768116,1.165969
0,58,-1.415998,0.558897,0.388625,0.243052,-0.888761,1.580836
0,59,-1.191321,-0.514183,0.484359,-0.273597,-0.830988,1.288530
0,60,-1.747063,0.247280,0.328004,0.082803,-0.941040,2.014933
0,61,-1.310343,0.763702,0.363213,0.347785,-0.864362,1.300154
0,62,-1.370220,0.699344,0.365258,0.307243,-0.878742,1.318666
0,63,-0.863369,0.361529,0.669817,0.253291,-0.697989,0.824361
0,64,-1.851253,-0.086922,0.305364,-0.026610,-0.951864,1.868562
0,65,-1.078158,-0.369743,0.568639,-0.220386,-0.792515,0.909544
0,66,-0.460341,-0.046979,0.901660,-0.042391,-0.430362,0.612342
0,67,-1.290200,-0.623842,0.415296,-0.298899,-0.859179,0.934240
0,68,-1.138951,0.381657,0.538992,0.216317,-0.814061,0.806263
0,69,-1.252663,0.686939,0.408513,0.335064,-0.849029,0.818813
0,70,-0.841945,-0.223342,0.708759,-0.160982,-0.686838,0.593547
0,71,-1.184729,-0.658512,0.442386,-0.342284,-0.828937,0.757726
0,72,-1.077975,-0.326764,0.577667,-0.195779,-0.792447,0.661245
0,73,-0.862636,-0.430290,0.651164,-0.298866,-0.697613,0.540775
0,74,-1.269143,-0.454900,0.468004,-0.228907,-0.853565,0.729630
0,75,-1.152501,0.527649,0.496270,0.289208,-0.818581,0.660516
0,76,-1.379009,-0.168954,0.466876,-0.079640,-0.880729,0.797444
0,77,-1.630055,0.281060,0.362547,0.104668,-0.926069,0.973707
0,78,-1.236366,0.285650,0.513981,0.150947,-0.844416,0.678158
0,79,-1.097568,0.552846,0.511047,0.315330,-0.799624,0.576097
0,80,-1.997925,-0.024711,0.266253,-0.006581,-0.963881,1.195337
0,81,-0.512528,-0.025101,0.881368,-0.022128,-0.471912,0.345036
0,82,-1.336344,-0.499237,0.431645,-0.235382,-0.870791,0.617735
0,83,-0.893216,0.233604,0.682141,0.162314,-0.712978,0.413293
0,84,-1.439070,0.005569,0.449036,0.002501,-0.893510,0.629595
0,85,-0.753502,-0.098438,0.766940,-0.075741,-0.637234,0.346568
0,86,-1.303385,-0.516420,0.439927,-0.249798,-0.862592,0.443497
0,87,-1.452437,0.586348,0.369590,0.245511,-0.896174,0.492734
0,88,-1.112217,-0.222954,0.578796,-0.131227,-0.804845,0.344520
0,89,-1.439619,0.355087,0.420823,0.156043,-0.893621,0.445230
0,90,-1.370952,-0.554609,0.405492,-0.251188,-0.878909,0.406142
0,91,-1.286904,0.067871,0.511944,0.034800,-0.858314,0.368263
1,0,0.582476,3.078903,-0.849761,0.053342,0.524463,268.517803
1,1,0.598407,3.084957,-0.842918,0.047790,0.535915,52.745149
1,2,0.785913,3.048922,-0.751447,0.069837,0.656087,20.962803
1,3,0.723289,2.940226,-0.769566,0.157094,0.618942,19.992864
1,4,0.671285,2.964934,-0.797824,0.142428,0.585825,18.662751
1,5,0.617450,3.072554,-0.833602,0.057642,0.549350,17.895245
1,6,0.711936,2.995110,-0.782473,0.115445,0.611889,18.846165
1,7,0.592364,3.037984,-0.842457,0.087599,0.531594,14.693414
1,8,0.369518,-3.139939,-0.935407,-0.001547,0.353570,13.262929
1,9,0.672018,2.924698,-0.791110,0.174330,0.586305,14.938540
1,10,0.611042,3.022066,-0.832544,0.099988,0.544860,14.320125
1,11,0.747093,-3.101658,-0.773198,-0.030894,0.633412,15.416716
1,12,0.749474,-3.091695,-0.771686,-0.038537,0.634835,11.981929
1,13,0.732078,-3.080271,-0.779688,-0.047872,0.624335,11.721400
1,14,0.481948,2.924502,-0.873146,0.192587,0.447803,10.004460
1,15,0.909330,-3.113573,-0.692860,-0.019419,0.720810,12.680207
1,16,0.640522,3.116110,-0.824648,0.021019,0.565255,9.200746
1,17,0.667257,2.933291,-0.794788,0.167992,0.583172,8.987254
1,18,0.639607,-3.137399,-0.825336,-0.003461,0.564632,8.784228
1,19,0.773827,-3.046286,-0.757209,-0.072386,0.649149,9.449020
1,20,0.772362,3.006832,-0.754481,0.102295,0.648301,8.690998
1,21,0.915372,-2.896083,-0.669420,-0.167733,0.723701,8.988552
1,22,0.704794,3.044427,-0.790647,0.077066,0.607402,7.793869
1,23,0.734275,-3.062787,-0.777664,-0.061411,0.625674,7.716510
1,24,0.778588,2.944525,-0.743632,0.148472,0.651896,7.227227
1,25,0.672201,2.993941,-0.801190,0.119164,0.586426,6.442877
1,26,0.965911,-2.531618,-0.545022,-0.380905,0.746902,7.272805
1,27,0.873806,-3.028020,-0.706311,-0.080564,0.703303,6.264150
1,28,0.682089,-3.065033,-0.802935,-0.061593,0.592876,5.476454
1,29,0.738487,-2.953115,-0.764249,-0.145774,0.628230,5.422366
1,30,0.652974,-3.077044,-0.817382,-0.052834,0.573669,4.234896
1,31,0.702597,2.933191,-0.778243,0.164576,0.606014,3.503796
1,32,0.895047,-2.651640,-0.617887,-0.329536,0.713878,3.826646
1,33,0.632466,-2.922652,-0.808881,-0.179982,0.559748,3.101758
1,34,0.692892,3.097649,-0.799350,0.035149,0.599837,3.209958
1,35,0.794336,-3.031436,-0.745962,-0.082507,0.660858,3.039597
1,36,0.077822,3.011718,-0.988583,0.129119,0.077665,2.011936
1,37,0.661031,2.972351,-0.803644,0.137323,0.579049,2.412381
1,38,0.891751,-2.689931,-0.631532,-0.306360,0.712257,2.770032
1,39,0.369152,-2.748223,-0.864076,-0.358591,0.353250,2.007345
1,40,0.720359,-2.835444,-0.750272,-0.237151,0.617132,2.286084
1,41,0.538896,-3.136820,-0.870500,-0.004155,0.492152,2.030510
1,42,0.706992,2.814643,-0.751308,0.254784,0.608787,2.122176
1,43,0.631184,2.912778,-0.807644,0.188095,0.558867,1.880683
1,44,0.457228,2.488168,-0.717673,0.549466,0.427823,1.627131
1,45,1.236000,-2.706535,-0.485937,-0.225842,0.844311,2.586045
1,46,0.369152,-2.922640,-0.913194,-0.203204,0.353250,1.389379
1,47,0.457045,2.662784,-0.802281,0.416462,0.427673,1.429300
1,48,0.821802,-2.911605,-0.717454,-0.167978,0.676050,1.708324
1,49,0.597308,-2.663859,-0.750188,-0.388398,0.535131,1.417270
1,50,0.713218,-3.010159,-0.783506,-0.103576,0.612691,1.502550
1,51,1.313822,-2.895214,-0.486219,-0.122278,0.865239,2.323761
1,52,0.533952,3.140615,-0.872622,0.000853,0.488396,1.325030
1,53,0.544939,2.749978,-0.802206,0.331266,0.496717,1.305215
1,54,0.577715,2.318714,-0.580514,0.625747,0.521003,1.161846
1,55,1.072665,3.011704,-0.607350,0.079335,0.790463,1.528196
1,56,0.611408,2.833476,-0.798878,0.254245,0.545117,1.111266
1,57,1.425520,3.098834,-0.454088,0.019428,0.890745,1.944514
1,58,0.637043,-3.020494,-0.820483,-0.099848,0.562883,1.061588
1,59,1.018647,-2.953515,-0.627604,-0.119450,0.769315,1.112805
1,60,0.842311,3.095316,-0.725850,0.033614,0.687031,0.908520
1,61,0.690146,-3.077920,-0.799816,-0.050996,0.598075,0.791422
1,62,-0.069948,-2.921189,-0.973427,-0.218090,-0.069835,0.592266
1,63,0.069765,2.787580,-0.935711,0.345823,0.069652,0.547717
1,64,1.055452,2.916881,-0.605256,0.138345,0.783917,0.877681
1,65,0.684103,-2.604577,-0.691113,-0.411475,0.594180,0.676877
1,66,0.816309,2.368719,-0.529479,0.516379,0.673056,0.732166
1,67,0.396619,-2.443244,-0.709375,-0.595499,0.377052,0.583075
1,68,1.268777,2.769904,-0.485562,0.189276,0.853466,1.005328
1,69,0.810999,3.000292,-0.734836,0.104530,0.670141,0.648315
1,70,0.154729,-2.657010,-0.874382,-0.460318,0.153506,0.467949
1,71,1.116794,2.541977,-0.488150,0.333686,0.806451,0.781183
1,72,1.067721,-2.991396,-0.607983,-0.092010,0.788601,0.744843
1,73,0.667806,2.352127,-0.571893,0.576564,0.583535,0.552263
1,74,0.314219,2.701356,-0.861758,0.405947,0.304270,0.461583
1,75,1.072115,-2.953504,-0.601969,-0.114578,0.790257,0.704004
1,76,0.039369,-2.970399,-0.984619,-0.170227,0.039349,0.426356
1,77,0.763390,-2.626053,-0.666273,-0.377547,0.643069,0.554714
1,78,1.073214,2.998045,-0.605947,0.087585,0.790669,0.673512
1,79,0.776391,-3.072461,-0.757581,-0.052456,0.650630,0.517605
1,80,1.243507,2.675761,-0.475729,0.239164,0.846453,0.733618
1,81,1.164037,-2.677722,-0.508855,-0.254569,0.822351,0.636761
1,82,0.211310,-2.678699,-0.875153,-0.436752,0.208220,0.368926
1,83,0.493851,2.770199,-0.828697,0.322751,0.457267,0.353036
1,84,0.310007,-3.086718,-0.952364,-0.052313,0.300443,0.326357
1,85,1.372600,-3.026560,-0.473151,-0.054669,0.879283,0.629959
1,86,1.006745,-2.764535,-0.599437,-0.237380,0.764412,0.396849
1,87,0.777123,2.527228,-0.620236,0.437536,0.651052,0.332261
1,88,1.037324,-2.543240,-0.520308,-0.354705,0.776829,0.346606
1,89,1.002899,3.130176,-0.646582,0.007382,0.762809,0.326780
1,90,1.356670,2.959464,-0.475015,0.087483,0.875618,0.375812
