Jet,Constituent,Eta,Phi,Px,Py,Pz,P
1,29,-0.401196,0.828828,0.624781,0.681549,-0.380972,1.664595
1,30,0.314219,0.341130,0.897695,0.318690,0.304270,1.572611
1,31,0.207831,0.916232,0.595898,0.776483,0.204890,1.365891
1,32,-0.064821,0.259390,0.964519,0.255954,-0.064731,1.293729
1,33,0.065004,0.616319,0.814291,0.576816,0.064913,1.135207
1,34,-0.610126,1.260186,0.256415,0.798799,-0.544216,1.335149
1,35,0.732261,0.828826,0.527800,0.575755,0.624447,1.017113
1,36,-0.114994,0.319729,0.943078,0.312243,-0.114490,0.753981
1,37,0.458876,0.376385,0.839998,0.331990,0.429168,0.727104
1,38,0.033876,0.675611,0.779877,0.625016,0.033863,0.483676
1,39,0.393506,0.060260,0.925593,0.055844,0.374378,0.517361
1,40,-0.219184,1.247406,0.310300,0.925835,-0.215740,0.456552
1,41,0.262398,1.338514,0.222496,0.940577,0.256537,0.402129
1,42,-0.174871,0.166408,0.971297,0.163140,-0.173110,0.393390
1,43,0.128178,1.471142,0.098678,0.986920,0.127480,0.293656
1,44,-0.498428,1.293109,0.243282,0.853465,-0.460880,0.323242
1,45,-0.705161,0.617600,0.647503,0.459916,-0.607633,0.347974
1,46,-0.705344,0.452165,0.714322,0.346966,-0.607749,0.316655
2,0,-1.414167,0.541520,0.393430,0.236647,-0.888376,99.647748
2,1,-1.407941,0.551384,0.393244,0.241849,-0.887056,76.963823
2,2,-1.392743,0.548552,0.399264,0.243996,-0.883773,58.938176
2,3,-1.403363,0.551481,0.394819,0.242871,-0.886076,53.326131
2,4,-1.431562,0.562224,0.382477,0.240980,-0.891986,53.435649
2,5,-1.428083,0.539275,0.389111,0.232862,-0.891273,42.933121
2,6,-1.443098,0.491520,0.394460,0.211171,-0.894320,36.318648
2,7,-1.334697,0.526480,0.425684,0.247407,-0.870393,21.436998
2,8,-1.459578,0.574042,0.370205,0.239406,-0.897571,17.764920
2,9,-1.409040,-0.085942,0.459510,-0.039589,-0.887290,12.932979
2,10,-1.388531,0.418276,0.429171,0.190769,-0.882847,11.652375
2,11,-1.268410,0.618966,0.424597,0.302462,-0.853366,10.108212
2,12,-1.519089,0.689765,0.322289,0.265870,-0.908539,11.873941
2,13,-1.400433,0.436827,0.421103,0.196618,-0.885445,8.564870
2,14,-1.403546,0.570913,0.389962,0.250456,-0.886116,7.699324
2,15,-1.445479,0.519349,0.387605,0.221593,-0.894795,7.594180
2,16,-1.538133,0.312024,0.390794,0.126055,-0.911806,7.971918
2,17,-1.474960,0.589768,0.361362,0.241831,-0.900519,6.625468
2,18,-1.536485,0.666821,0.323148,0.254347,-0.911528,5.912970
2,19,-1.382488,0.466230,0.421775,0.212251,-0.881507,4.694908
2,20,-2.010742,0.728729,0.196250,0.175179,-0.964779,8.011100
2,21,-1.396954,0.378045,0.433259,0.172068,-0.884692,3.611491
2,22,-1.483383,0.494345,0.379865,0.204740,-0.902100,3.629911
2,23,-1.022675,0.902085,0.394857,0.499718,-0.770954,2.243259
2,24,-1.779107,0.554600,0.279029,0.172845,-0.944599,4.090996
2,25,-1.545824,0.836249,0.273295,0.302605,-0.913094,3.278762
2,26,-0.897610,0.333792,0.660410,0.229008,-0.715132,1.883300
2,27,-1.114048,0.372187,0.552038,0.215505,-0.805489,2.143914
2,28,-1.981994,0.393868,0.249745,0.103790,-0.962733,4.571319
2,29,-1.486129,0.428048,0.391622,0.178682,-0.902610,2.858502
2,30,-1.562304,-0.126673,0.398433,-0.050742,-0.915793,2.822822
2,31,-2.179571,0.804624,0.154849,0.160920,-0.974744,4.722680
2,32,-1.489059,0.739857,0.317082,0.289441,-0.903151,2.130221
2,33,-2.019898,0.801773,0.181333,0.187371,-0.965407,3.462463
2,34,-2.124638,0.524341,0.203939,0.117946,-0.971853,3.600094
2,35,-1.084750,1.025626,0.314597,0.518726,-0.794954,1.393204
2,36,-1.516343,0.548951,0.357304,0.218550,-0.908058,2.002815
2,37,-1.191504,0.686845,0.430086,0.352691,-0.831045,1.462546
2,38,-1.837519,0.971311,0.175219,0.256400,-0.950556,2.548702
2,39,-1.889157,0.845429,0.196131,0.221214,-0.955299,2.518703
2,40,-1.328471,0.588683,0.411704,0.274874,-0.868875,1.455873
2,41,-1.650746,0.515634,0.322050,0.182531,-0.928960,1.898094
2,42,-1.180883,0.217395,0.547919,0.121028,-0.827730,1.084244
2,43,-1.682241,1.058816,0.176112,0.313388,-0.933152,1.623155
2,44,-1.701651,0.304594,0.336772,0.105873,-0.935615,1.466137
2,45,-1.267128,0.133993,0.517204,0.069719,-0.853017,0.851410
2,46,-1.226661,0.738894,0.399241,0.363734,-0.841608,0.818641
2,47,-1.468734,1.314294,0.110932,0.422953,-0.899336,0.910658
2,48,-1.594348,1.134992,0.164636,0.353550,-0.920813,1.014739
2,49,-1.396405,0.825412,0.316340,0.342726,-0.884572,0.845378
2,50,-1.228675,1.251206,0.169396,0.511872,-0.842195,0.708187
2,51,-1.620533,0.719159,0.286418,0.250782,-0.924701,0.902959
2,52,-1.868648,1.033817,0.154222,0.259052,-0.953471,1.137766
2,53,-1.680044,0.058006,0.359614,0.020883,-0.932867,0.947500
2,54,-1.224647,0.558510,0.458797,0.286691,-0.841020,0.613280
2,55,-1.409406,0.592300,0.382524,0.257398,-0.887368,0.680431
2,56,-1.414167,0.739088,0.339326,0.309268,-0.888376,0.598763
2,57,-0.898160,0.635081,0.562482,0.414507,-0.715401,0.381560
2,58,-1.192968,0.842704,0.369675,0.414672,-0.831497,0.460569
2,59,-1.372784,-0.232329,0.463427,-0.109648,-0.879325,0.514456
2,60,-1.252480,0.540937,0.452983,0.272109,-0.848978,0.455082
2,61,-1.085665,0.915655,0.369357,0.480716,-0.795291,0.361039
2,62,-1.158727,0.424038,0.520856,0.235127,-0.820625,0.360998
2,63,-1.346416,0.808324,0.336621,0.352420,-0.873205,0.355175
2,64,-1.481368,0.091993,0.430484,0.039714,-0.901724,0.376394
2,65,-1.482101,0.860181,0.281811,0.327459,-0.901861,0.359690
