Jet,Constituent,Eta,Phi,Px,Py,Pz,P
1,13,0.414930,2.339134,-0.639129,0.661317,0.392650,17.686028
1,14,0.419324,2.336889,-0.636538,0.661602,0.396361,13.359869
1,15,0.187689,2.420876,-0.738291,0.648468,0.185516,11.893963
1,16,0.288217,2.424977,-0.723763,0.630468,0.280493,10.678683
1,17,0.339854,2.415797,-0.706762,0.627162,0.327347,10.599620
1,18,0.325022,2.373902,-0.683115,0.659342,0.314041,9.792271
1,19,0.320627,2.346655,-0.665812,0.678638,0.310074,9.737764
1,20,0.327769,2.441675,-0.725570,0.611037,0.316515,9.471318
1,21,0.247200,2.318820,-0.659925,0.711194,0.242285,9.042868
1,22,0.290231,2.351635,-0.675237,0.681422,0.282347,8.575480
1,23,0.406873,2.364527,-0.657773,0.646902,0.385814,8.756049
1,24,0.339305,2.193132,-0.550916,0.767891,0.326857,7.539093
1,25,0.284921,2.409645,-0.714669,0.642081,0.277453,7.290123
1,26,0.256905,2.410326,-0.720424,0.646365,0.251398,7.171736
1,27,0.382153,2.392848,-0.682126,0.633868,0.364576,7.131456
1,28,0.281075,2.388060,-0.701387,0.658054,0.273900,6.803133
1,29,0.300119,2.372532,-0.687375,0.665274,0.291422,5.545386
1,30,0.322642,2.411205,-0.707757,0.633879,0.311894,5.377627
1,31,0.452101,2.467851,-0.707906,0.565165,0.423625,4.877218
1,32,0.294443,2.295776,-0.635378,0.717199,0.286219,4.455949
1,33,0.391308,2.296259,-0.615736,0.694350,0.372488,4.215466
1,34,0.183111,2.317163,-0.667750,0.722022,0.181092,3.743535
1,35,0.417310,2.440898,-0.702346,0.592413,0.394662,3.940999
1,36,0.254524,2.156118,-0.535043,0.807245,0.249167,3.702719
1,37,0.311289,2.313648,-0.644893,0.702243,0.301609,3.404642
1,38,0.339671,2.464037,-0.736226,0.592387,0.327184,3.307016
1,39,0.281442,2.421366,-0.722839,0.634269,0.274239,3.164282
1,40,0.381603,2.279655,-0.606286,0.707000,0.364099,2.571005
1,41,0.464919,2.273796,-0.582422,0.687281,0.434085,2.621158
1,42,0.371715,2.682215,-0.837780,0.414428,0.355491,2.398884
1,43,0.280343,2.237378,-0.594777,0.756036,0.273223,2.162354
1,44,0.448622,2.353983,-0.640045,0.642883,0.420766,2.267097
1,45,0.051820,2.662684,-0.886308,0.460193,0.051774,2.039845
1,46,0.365123,2.452413,-0.723034,0.595750,0.349719,1.879419
1,47,0.334544,2.474386,-0.743554,0.585711,0.322598,1.644565
1,48,0.083132,2.419306,-0.747711,0.658824,0.082941,1.560063
1,49,0.395520,2.856819,-0.889258,0.260313,0.376109,1.505038
1,50,0.391858,2.639722,-0.813429,0.446356,0.372961,1.452455
1,51,0.386181,2.051731,-0.430133,0.824327,0.368063,1.363279
1,52,-0.049440,2.400944,-0.737130,0.673943,-0.049400,1.142019
1,53,0.812830,2.300354,-0.494121,0.552634,0.671148,1.254092
1,54,-0.137333,2.576925,-0.836862,0.530128,-0.136476,0.933047
1,55,-0.059877,2.609545,-0.860227,0.506391,-0.059806,0.800261
1,56,0.993194,2.317252,-0.442338,0.478205,0.758721,1.074883
1,57,0.841212,2.802045,-0.685659,0.242194,0.686451,0.850760
1,58,0.197577,2.951940,-0.963208,0.184897,0.195045,0.587952
1,59,0.177068,2.620289,-0.853752,0.490304,0.175241,0.565886
1,60,0.680441,2.727519,-0.737958,0.324320,0.591806,0.673591
1,61,0.136235,3.006239,-0.981729,0.133698,0.135398,0.527810
1,62,0.746178,1.888236,-0.241675,0.735580,0.632863,0.674154
1,63,0.669820,2.352118,-0.571215,0.575891,0.584862,0.631471
1,64,0.283822,2.499886,-0.769858,0.575239,0.276439,0.493600
1,65,0.463637,1.895464,-0.287532,0.854282,0.433044,0.441492
1,66,0.872524,2.220181,-0.430261,0.566703,0.702654,0.530463
1,67,0.410901,2.482397,-0.728145,0.564179,0.389238,0.348796
1,68,0.784997,2.833879,-0.719668,0.228717,0.655566,0.392817
1,69,1.002167,2.209836,-0.385878,0.519315,0.762503,0.411690
1,70,0.511429,2.750379,-0.815457,0.336355,0.471058,0.271928
