Jet,Constituent,Eta,Phi,Px,Py,Pz,P
0,25,-1.271340,-2.428594,-0.393337,-0.340141,-0.854160,4.909014
0,26,-0.831874,-2.254947,-0.462532,-0.567141,-0.681481,3.015745
0,27,-1.368206,-2.659070,-0.423551,-0.221865,-0.878283,4.501476
0,28,-1.187109,-2.408174,-0.414710,-0.373693,-0.829680,3.383267
0,29,-0.989349,-2.159143,-0.362582,-0.543468,-0.757085,2.874455
0,30,-1.465621,-1.886782,-0.136260,-0.416775,-0.898739,4.086786
0,31,-1.407208,-2.651258,-0.407531,-0.217547,-0.886900,3.718432
0,32,-1.399701,-2.215101,-0.279326,-0.371812,-0.885287,3.611881
0,33,-1.287637,-2.557103,-0.427674,-0.282951,-0.858506,3.174572
0,34,-1.438154,-2.272927,-0.290250,-0.343110,-0.893326,3.415936
0,35,-1.063509,-2.053181,-0.286198,-0.546550,-0.787003,2.391747
0,36,-1.265297,-2.230042,-0.320163,-0.413169,-0.852518,2.813677
0,37,-1.309244,-2.298696,-0.334879,-0.375786,-0.864084,2.801555
0,38,-1.043733,-2.156323,-0.346272,-0.522204,-0.779358,2.150816
0,39,-1.065889,-2.684953,-0.552699,-0.271525,-0.787908,2.174214
0,40,-1.063326,-2.604467,-0.530148,-0.315719,-0.786933,2.093862
0,41,-0.624775,-2.532703,-0.682657,-0.475995,-0.554444,1.417517
0,42,-1.312174,-2.237382,-0.310436,-0.394599,-0.864824,2.236814
0,43,-1.312174,-2.645110,-0.441456,-0.239156,-0.864824,1.959643
0,44,-1.503525,-2.661126,-0.375765,-0.195850,-0.905783,2.301162
0,45,-1.057649,-2.103101,-0.314559,-0.534041,-0.784763,1.559862
0,46,-0.970855,-2.050853,-0.305953,-0.587599,-0.749080,1.452727
0,47,-1.347697,-2.089721,-0.241431,-0.422722,-0.873509,1.926812
0,48,-1.503525,-2.835430,-0.404036,-0.127717,-0.905783,2.108726
0,49,-0.615619,-1.789304,-0.181316,-0.816543,-0.548071,1.052531
0,50,-1.190039,-2.250060,-0.349845,-0.433275,-0.830591,1.577383
0,51,-0.674032,-2.886994,-0.783050,-0.203786,-0.587626,1.083818
0,52,-0.305795,-2.382291,-0.692677,-0.657436,-0.296607,0.899358
0,53,-1.324442,-2.213633,-0.297796,-0.397611,-0.867884,1.679810
0,54,-1.437788,-2.491474,-0.357853,-0.272108,-0.893252,1.847521
0,55,-1.148839,-2.835430,-0.549324,-0.173642,-0.817369,1.400987
0,56,-0.832789,-2.974317,-0.721171,-0.121772,-0.681971,1.018783
0,57,-1.447859,-3.030066,-0.442759,-0.049585,-0.895269,1.549694
0,58,-1.429365,-1.717917,-0.066398,-0.448056,-0.891536,1.483334
0,59,-1.230140,-2.140293,-0.290368,-0.453517,-0.842620,1.230431
0,60,-0.340220,-2.421942,-0.710517,-0.622732,-0.327674,0.695632
0,61,-1.088595,-3.014929,-0.599971,-0.076403,-0.796365,1.067279
0,62,-1.111301,-2.387762,-0.433013,-0.406503,-0.804522,1.072056
0,63,-1.096286,-3.011719,-0.596055,-0.077850,-0.799161,0.995055
0,64,-1.055818,-2.483968,-0.491241,-0.379388,-0.784058,0.903107
0,65,-1.164220,-2.597839,-0.486844,-0.294319,-0.822410,0.961294
0,66,-1.376812,-2.434748,-0.360845,-0.308183,-0.880235,1.134946
0,67,-1.251015,-2.639441,-0.463770,-0.254656,-0.848568,1.006858
0,68,-1.161290,-2.438263,-0.434938,-0.368826,-0.821460,0.925589
0,69,-0.954558,-2.266773,-0.429931,-0.514620,-0.741840,0.754364
0,70,-0.358531,-2.316179,-0.636879,-0.690003,-0.343920,0.504402
0,71,-1.764458,-1.923687,-0.115018,-0.312288,-0.942999,1.378443
0,72,-0.714499,-2.393623,-0.578908,-0.537117,-0.613491,0.578121
0,73,-1.446760,-2.419015,-0.334520,-0.294926,-0.895050,0.973355
0,74,-1.393475,-2.453293,-0.361151,-0.297039,-0.883933,0.926204
0,75,-1.127598,-3.036327,-0.582915,-0.061589,-0.810196,0.656834
0,76,-1.289102,-2.836711,-0.488539,-0.153740,-0.858891,0.631614
0,77,-0.897061,-2.298511,-0.465126,-0.522138,-0.714864,0.443058
0,78,-1.307230,-1.949770,-0.186546,-0.468447,-0.863573,0.611049
0,79,-1.149022,-1.877105,-0.173696,-0.549216,-0.817430,0.496310
0,80,-1.183996,-2.087659,-0.276569,-0.486573,-0.828708,0.502954
0,81,-1.324076,-2.350070,-0.349220,-0.353524,-0.867794,0.444630
1,0,-0.213874,0.566912,0.824631,0.524977,-0.210671,154.978182
1,1,-0.425733,0.558611,0.776549,0.485355,-0.401749,138.479437
1,2,-0.432875,0.569158,0.769160,0.492094,-0.407721,86.175585
1,3,-0.420789,0.565447,0.774742,0.491623,-0.397595,71.112440
1,4,-0.222663,0.564958,0.824097,0.522378,-0.219055,65.497005
1,5,-0.230903,0.599823,0.803909,0.549775,-0.226885,61.253651
1,6,-0.436171,0.576092,0.764697,0.496746,-0.410465,30.568840
1,7,-0.232734,0.561248,0.824170,0.518147,-0.228621,27.188834
1,8,-0.045595,1.298575,0.268592,0.962176,-0.045563,20.896702
1,9,-0.426099,0.577166,0.767297,0.499606,-0.402056,20.478041
1,10,-0.410169,0.525015,0.797302,0.461830,-0.388616,17.288572
1,11,-0.106571,1.360588,0.207485,0.972460,-0.106169,11.408228
1,12,-0.197211,0.522085,0.850195,0.489146,-0.194693,11.541162
1,13,-0.433607,0.522673,0.790959,0.455685,-0.408331,12.076062
1,14,-0.035890,1.308633,0.259004,0.965210,-0.035874,9.959536
1,15,-0.209662,0.589763,0.813135,0.544160,-0.206643,9.374204
1,16,-0.323923,0.700899,0.725848,0.612490,-0.313050,9.616153
1,17,-0.204352,0.575507,0.821700,0.533091,-0.201554,9.060955
1,18,-0.269723,0.681272,0.749349,0.607548,-0.263367,6.478726
1,19,-0.433790,0.560855,0.772930,0.485510,-0.408484,6.731774
1,20,-0.294626,0.534292,0.824581,0.487902,-0.286387,5.964680
1,21,0.052553,1.318304,0.249474,0.966957,0.052505,5.664063
1,22,-0.378124,0.539663,0.800006,0.479181,-0.361077,5.772231
1,23,-0.416028,0.461247,0.823223,0.409144,-0.393579,4.389424
1,24,0.009156,1.346821,0.222098,0.974981,0.009155,3.615386
1,25,-0.212043,1.357662,0.206857,0.955805,-0.208921,3.491102
1,26,-0.387280,0.642302,0.744208,0.556762,-0.369013,3.559831
1,27,-0.297555,1.282360,0.272310,0.917760,-0.289074,2.846119
1,28,-0.505203,0.499531,0.776578,0.423774,-0.466200,2.987045
1,29,-0.042848,1.247690,0.317222,0.947384,-0.042822,2.398685
1,30,-0.907315,1.034020,0.354960,0.596516,-0.719841,3.252682
1,31,-0.188055,0.394636,0.907050,0.377773,-0.185869,2.174612
1,32,-0.387097,0.130087,0.921633,0.120573,-0.368855,2.174839
1,33,-0.317331,0.344059,0.895905,0.321012,-0.307092,1.956861
1,34,-0.437269,0.572082,0.766337,0.493452,-0.411378,1.910344
1,35,-0.229621,0.390057,0.901029,0.370432,-0.225669,1.735191
1,36,-0.422254,0.544066,0.784617,0.474670,-0.398828,1.589931
1,37,-0.253426,1.288118,0.270205,0.930278,-0.248136,1.412335
1,38,-0.394787,0.813201,0.636896,0.673334,-0.375480,1.428760
1,39,-0.616352,-0.131930,0.828830,-0.109986,-0.548583,1.523075
1,40,-0.408704,0.586142,0.768037,0.509963,-0.387372,1.265823
1,41,-0.552080,0.630968,0.698307,0.510182,-0.502077,1.346013
1,42,-1.061312,0.566707,0.521404,0.331786,-0.786165,1.588058
1,43,-0.152348,1.360286,0.206557,0.966684,-0.151181,0.988411
1,44,-0.220283,0.415044,0.893337,0.393641,-0.216787,0.817788
1,45,0.046144,0.903341,0.618331,0.784564,0.046111,0.722448
1,46,-0.238227,0.329411,0.920003,0.314519,-0.233821,0.700572
1,47,-0.381970,0.514280,0.810778,0.458082,-0.364417,0.690552
1,48,0.019410,1.093204,0.459556,0.887937,0.019407,0.624629
1,49,-0.258003,1.128556,0.414106,0.874527,-0.252427,0.624219
1,50,0.253426,0.958432,0.556827,0.792699,0.248136,0.473802
1,51,-0.774926,0.108886,0.755617,0.082603,-0.649785,0.518397
1,52,-0.593463,0.076366,0.844037,0.064581,-0.532382,0.436365
1,53,-0.523148,0.354598,0.822626,0.304575,-0.480126,0.358196
1,54,-0.757164,1.105499,0.344983,0.687131,-0.639404,0.400724
1,55,0.569109,0.588590,0.713093,0.476001,0.514705,0.218408
